sample_id,sidecar_key,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion_v3,metric_icl_E_rate_qwen25_completion_v3,metric_icl_C_qwen25_completion_v3,metric_icl_D_qwen25_completion_v3,metric_icl_D_rate_qwen25_completion_v3,metric_icl_E_qwen25_completion_v3_std,metric_icl_E_rate_qwen25_completion_v3_std,metric_icl_C_qwen25_completion_v3_std,metric_icl_D_qwen25_completion_v3_std,metric_icl_D_rate_qwen25_completion_v3_std
test.enc.prompt.txt::01248,test.enc.prompt.txt::01248,I'd like you,0.0,content_diversity,to introduce you to my parents,to come and meet my parents,to finally meet with my parents,to meet my mom and dad,to introduce you my mom and dad,-0.166,0.775,-0.470,-0.914,-0.780,31.052500,1.112339,0.461311,14.324865,0.513134,30.047152,0.900065,0.000000,13.861087,0.415210
test.enc.prompt.txt::01249,test.enc.prompt.txt::01249,Nothing. She wanted,1.0,content_diversity,to know directions to the drive through is all.,money but I gave her nothing.,it all just to go away so that she was free again.,to know if I knew someone and I didn't.,to arrest me but couldnt pin anything on me.,-0.029,0.951,-0.133,-0.638,-0.150,-1.218438,-0.011489,0.469426,-0.571966,-0.005393,66.226805,0.801243,0.000000,31.088565,0.376124
test.enc.prompt.txt::01250,test.enc.prompt.txt::01250__row12,Are you for,1.0,content_diversity,a dance,a date in a restaurant,democrats or republicans,a coffee after desert,this new movie,-0.025,0.965,-0.047,-0.571,-0.096,15.420391,0.661619,0.277665,4.281702,0.183708,44.697338,1.486428,0.000000,12.410885,0.412729
test.enc.prompt.txt::01250,test.enc.prompt.txt::01250__row13,Are you for,0.0,content_diversity,a nice dinner in a restaurant,dinner in a fancy restaurant,a date somewhere nice,a date with me in a fancy dinner,a dinner in a classy restaurant,-0.188,0.786,-0.489,-0.882,-0.729,34.831250,1.319174,0.374526,13.045205,0.494065,24.775408,0.915531,0.000000,9.279032,0.342890
test.enc.prompt.txt::01251,test.enc.prompt.txt::01251,It's a good,1.0,content_diversity,day to go shopping.,day to plan a wedding.,day to get some chores done.,time to invest in the stock market.,time to get some work done.,-0.094,0.874,-0.445,-0.737,-0.329,16.546875,0.625345,0.491337,8.130094,0.307255,16.756685,0.734530,0.000000,8.233182,0.360902
test.enc.prompt.txt::01252,test.enc.prompt.txt::01252__row15,It seems your,1.0,content_diversity,"dress is on backwards, Miss.",checking account has been overdrawn.,adorable cat has taken quite a liking to me!,actions have gotten you a first class seat in detention.,party doesn’t have quite as many people as we’d expected.,-0.009,0.974,-0.105,-0.601,-0.125,4.828750,0.238550,0.448509,2.165740,0.106992,58.636317,1.428005,0.000000,26.298944,0.640474
test.enc.prompt.txt::01252,test.enc.prompt.txt::01252__row16,It seems your,0.0,content_diversity,sweet little kitten adores getting attention!,"cat is begging for attention, so have you been giving her any?",cat is very sociable and friendly around other people!,"kitty is extremely affectionate, what a sweetheart!",time spent with your cat isn’t enough because she is starved for attention.,-0.021,0.970,-0.252,-0.840,-0.458,1.520625,0.191249,0.475830,0.723558,0.091002,57.651680,0.397223,0.000000,27.432372,0.189010
test.enc.prompt.txt::01253,test.enc.prompt.txt::01253,I wouldn't accept,1.0,content_diversity,anything but the truth,not loving you anymore,money from her,you leaving,mediocreness,-0.007,0.786,0.028,-0.564,-0.275,3.997422,0.125995,0.351331,1.404418,0.044266,41.028415,4.099425,0.000000,14.414550,1.440255
test.enc.prompt.txt::01254,test.enc.prompt.txt::01254,In a magazine,1.0,content_diversity,so many pages,theres lots of advertisements,i saw there was a model who was pretty,there was a car,that was boring,-0.038,0.919,-0.183,-0.636,-0.191,32.986250,1.080793,0.330730,10.909556,0.357451,39.192708,1.421869,0.000000,12.962221,0.470255
test.enc.prompt.txt::01255,test.enc.prompt.txt::01255,I don't know...,1.0,content_diversity,why this happens,think so,know anyone who can,what time it is,where it went,-0.006,0.787,-0.137,-0.629,-0.350,12.801094,0.817372,0.326402,4.178299,0.266792,18.584637,1.883650,0.000000,6.066057,0.614827
test.enc.prompt.txt::01256,test.enc.prompt.txt::01256,Why do you,1.0,content_diversity,think is was,always do that,not think first,not like me,eat that first,-0.027,0.547,-0.154,-0.637,-0.249,4.374844,0.301709,0.298557,1.306139,0.090077,33.041099,2.549255,0.000000,9.864641,0.761097
test.enc.prompt.txt::01257,test.enc.prompt.txt::01257,Don't you think,1.0,content_diversity,you should check?,you should hear him out?,you've done enough?,it's time to quit?,it's time to try again?,-0.051,0.890,-0.390,-0.716,-0.380,-0.497344,0.029160,0.486866,-0.242140,0.014197,19.082763,1.060050,0.000000,9.290756,0.516103
test.enc.prompt.txt::01258,test.enc.prompt.txt::01258__row22,You know what,1.0,content_diversity,"I've had enough, I'm, out of here.",I really think I like the bigger one better than the smaller one.,you have some knid of nerve coming here today.,"I think you are really, really dumb.",this is used for? I bet you can't guess.,-0.025,0.951,-0.092,-0.675,-0.204,16.917188,0.270189,0.390736,6.610158,0.105573,57.059447,1.235635,0.000000,22.295192,0.482807
test.enc.prompt.txt::01258,test.enc.prompt.txt::01258__row23,You know what,0.0,content_diversity,I'd go for the big one over the small one.,I think the small one isn't as good as the bigger one.,I really think the bigger one is the best of the two.,I would choose the big one over the small one every time.,"I like the bigger one much better than the smaller one,",-0.185,0.782,-0.537,-0.935,-0.584,54.576875,1.026968,0.426432,23.273348,0.437932,16.356590,0.322616,0.000000,6.974980,0.137574
test.enc.prompt.txt::01259,test.enc.prompt.txt::01259,Where the hell,1.0,content_diversity,did you find these socks,do you think we're going,did you get these scars,do you think we should take him,did you leave your phone,-0.089,0.885,-0.266,-0.667,-0.282,11.157656,0.441324,0.539372,6.018127,0.238038,24.543538,0.709750,0.000000,13.238097,0.382819
test.enc.prompt.txt::01260,test.enc.prompt.txt::01260,May I ask,1.0,content_diversity,where did you get this number?,how did you find me,how did you get your driving license,how didn't you see him crossing the road,do you like eggs,-0.087,0.888,-0.297,-0.675,-0.250,7.221094,-0.131832,0.473323,3.417908,-0.062399,41.475019,1.696127,0.000000,19.631073,0.802816
test.enc.prompt.txt::01262,test.enc.prompt.txt::01262,How many questions,1.0,content_diversity,can you possibly have?,are on the test?,are on the intake form?,does she have for me?,am I allowed to ask?,-0.033,0.936,-0.317,-0.715,-0.403,-0.820469,-0.118400,0.480428,-0.394176,-0.056883,27.774826,0.947283,0.000000,13.343803,0.455101
test.enc.prompt.txt::01264,test.enc.prompt.txt::01264,Maybe you're fed,0.0,content_diversity,payment will be processed quickly,money will show in your bank account by the end of the day,cash will arrive soon,credit will not give you reason for patience,advance will get to you within the hour,-0.035,0.963,-0.321,-0.781,-0.413,51.117969,1.540527,0.285486,14.593445,0.439798,63.078640,1.279842,0.000000,18.008045,0.365377
test.enc.prompt.txt::01265,test.enc.prompt.txt::01265__row28,"Eve, I don't",1.0,content_diversity,think you have the skills for the job.,think you want to make any hasty decisions.,want you to leave.,think you should stay with your husband.,think you should keep using drugs.,-0.084,0.896,-0.323,-0.768,-0.121,-1.961563,0.045516,0.580682,-1.139044,0.026430,27.292435,1.171416,0.000000,15.848224,0.680220
test.enc.prompt.txt::01265,test.enc.prompt.txt::01265__row29,"Eve, I don't",0.0,content_diversity,think you want to make any rash decisions.,know why you don't want to think this through.,think you should rush this decision.,know why you need to make such a sudden decision.,know why you need to make a hasty decision.,-0.147,0.774,-0.476,-0.934,-0.636,29.652969,0.688796,0.572233,16.968416,0.394152,16.788568,0.385268,0.000000,9.606977,0.220463
test.enc.prompt.txt::01266,test.enc.prompt.txt::01266,Get out of,1.0,content_diversity,my house!,here scoundrel!,"the car, right now.",there.,"there, it's going to blow.",0.000,1.000,-0.242,-0.670,-0.221,-5.348672,0.210653,0.312014,-1.668862,0.065727,51.260969,2.076803,0.000000,15.994153,0.647992
test.enc.prompt.txt::01267,test.enc.prompt.txt::01267,"Say,...did you just",1.0,content_diversity,say what I think you did?,see that in the sky or was it just me?,pick up my cup of coffee by mistake?,Turn off the TV? I was watching that!,Cut in line? That'svery rude you know.,-0.013,0.974,-0.003,-0.644,-0.158,2.908750,0.076335,0.446362,1.298354,0.034073,78.796400,1.662692,0.000000,35.171680,0.742162
test.enc.prompt.txt::01268,test.enc.prompt.txt::01268,What's wrong with,0.0,content_diversity,"you, has your dog died?","your face, you look so sad, has someone croaked?",your eyes? Are you crying? Did he die?,"You, you lost a relative or something?","you, why so sad? Did something bad happen?",-0.027,0.957,-0.214,-0.709,-0.591,39.057812,1.051648,0.334940,13.082024,0.352239,57.517250,0.967623,0.000000,19.264828,0.324096
test.enc.prompt.txt::01269,test.enc.prompt.txt::01269,Yes! Yes! The,1.0,content_diversity,others said the same thing,boss said we are gonna leave soon,dinner is almost ready,same thing happened to me,light is still on,-0.021,0.958,-0.199,-0.593,-0.237,18.096719,0.641133,0.463241,8.383147,0.296999,54.703006,1.150767,0.000000,25.340691,0.533083
test.enc.prompt.txt::01270,test.enc.prompt.txt::01270,I don't have,0.0,content_diversity,anything to give you.,what you're asking for.,whatever it is you are looking for.,what you need.,anything you want.,-0.046,0.943,-0.344,-0.826,-0.603,7.447734,0.235836,0.484425,3.607868,0.114245,16.341779,0.413697,0.000000,7.916365,0.200405
test.enc.prompt.txt::01272,test.enc.prompt.txt::01272,I think it's,1.0,content_diversity,gonna rain,the best film i've seen,more than complicated,impossible to travel on mars,so ugly sweater,0.000,1.000,-0.085,-0.521,-0.138,6.943281,-0.012305,0.371230,2.577553,-0.004568,40.947701,2.837018,0.000000,15.201006,1.053185
test.enc.prompt.txt::01273,test.enc.prompt.txt::01273__row36,Watching television in,1.0,content_diversity,my underwear.,my room.,my parent's bedroom.,my car.,my living room.,-0.094,0.517,-0.515,-0.766,-0.382,0.304297,0.050495,0.284532,0.086582,0.014368,21.001772,2.406776,0.000000,5.975678,0.684805
test.enc.prompt.txt::01273,test.enc.prompt.txt::01273__row37,Watching television in,0.0,content_diversity,my panties.,my boxers.,my undergarments.,my skivvies.,my briefs.,-0.100,0.320,-0.615,-0.783,-0.448,14.934531,1.131648,0.130586,1.950235,0.147777,8.993425,0.826309,0.000000,1.174412,0.107904
test.enc.prompt.txt::01274,test.enc.prompt.txt::01274__row38,Why not buy,1.0,content_diversity,in bulk,more toilet paper,his product,new book for uni,this fancy phone,0.000,0.800,-0.223,-0.582,-0.153,4.530000,0.341529,0.340542,1.542657,0.116305,41.253671,2.685546,0.000000,14.048626,0.914542
test.enc.prompt.txt::01274,test.enc.prompt.txt::01274__row39,Why not buy,0.0,content_diversity,new textbook,this book that is for your course,textbook for university,this new book that will help you at uni,textbook for your course at uni,-0.079,0.854,-0.285,-0.917,-0.673,44.829766,1.625093,0.376356,16.871946,0.611613,38.750218,0.769057,0.000000,14.583872,0.289439
test.enc.prompt.txt::01276,test.enc.prompt.txt::01276,Adam? Don't even,1.0,content_diversity,think about it!,utter his name!,know who that is.,tell me.,want to see him.,0.000,0.800,-0.343,-0.687,-0.407,-5.859609,-0.431046,0.502157,-2.942445,-0.216453,18.497018,2.242098,0.000000,9.288410,1.125886
test.enc.prompt.txt::01278,test.enc.prompt.txt::01278,I didn't know,1.0,content_diversity,"you like boys, i'm not homophobic btw",you are a virgin,you can't swim,you are such a good student,you don't have any friends,-0.056,0.942,-0.218,-0.668,-0.176,10.935469,0.877986,0.401449,4.390036,0.352467,97.985240,2.087453,0.000000,39.336101,0.838006
test.enc.prompt.txt::01279,test.enc.prompt.txt::01279__row42,It didn't used,1.0,content_diversity,to be that way,work before so i see why,to go out all of the time,get so cold this time of the year,"begin that way, it kinda happened",-0.022,0.954,-0.022,-0.672,-0.288,3.045391,0.285186,0.447599,1.363113,0.127649,74.482465,2.185395,0.000000,33.338254,0.978180
test.enc.prompt.txt::01279,test.enc.prompt.txt::01279__row43,It didn't used,0.0,content_diversity,why is it already getting col,it got cold faster than usual,its pretty cold out so sonn,its really cool already,i cant believe how cold it is already,-0.036,0.947,-0.083,-0.754,-0.339,64.607187,2.446024,0.237547,15.347235,0.581045,43.555843,1.929325,0.000000,10.346554,0.458305
test.enc.prompt.txt::01280,test.enc.prompt.txt::01280,He has a,1.0,content_diversity,medical issue.,wife at home.,huge problem with me.,girlfriend already.,mental problem.,-0.007,0.785,-0.442,-0.656,-0.157,3.490625,0.008971,0.344274,1.201733,0.003089,21.491338,1.252962,0.000000,7.398918,0.431363
test.enc.prompt.txt::01281,test.enc.prompt.txt::01281,The guy with,0.0,content_diversity,the playful german shepherd,the hyperactive large canine,the frisbee playing golden retriever,that really happy great pyrennees,a smiling poodle that is light on it's feet,-0.017,0.978,-0.152,-0.566,-0.257,18.937031,0.745127,0.339169,6.422855,0.252724,80.228911,1.973669,0.000000,27.211163,0.669407
test.enc.prompt.txt::01282,test.enc.prompt.txt::01282__row46,"Yep. You know,",1.0,content_diversity,they always act like that,I feel the same way,the beach is relaxing,having a job is a good thing,this pandemic has been bizarre,-0.008,0.977,-0.143,-0.575,-0.238,0.263125,0.228247,0.462761,0.121764,0.105624,31.819046,0.692026,0.000000,14.724615,0.320243
test.enc.prompt.txt::01282,test.enc.prompt.txt::01282__row47,"Yep. You know,",0.0,content_diversity,this virus has not followed norms in any way at all,there are just no models to predict how this epidemic will be,the things everyone is doing for this illness are just stranger than strange,I have never seen anything like covid-19,everything that has been happening with the pandemic has us in a new normal society,-0.016,0.969,-0.057,-0.638,-0.355,28.063750,0.592721,0.437100,12.266655,0.259078,82.615671,0.461832,0.000000,36.111280,0.201867
test.enc.prompt.txt::01283,test.enc.prompt.txt::01283,Then just help,1.0,content_diversity,me instead,everyone please,if you can,as best as you can,all of the kids only,-0.016,0.948,-0.136,-0.623,-0.370,-0.993984,0.229789,0.408061,-0.405607,0.093768,42.045996,1.748323,0.000000,17.157342,0.713423
test.enc.prompt.txt::01284,test.enc.prompt.txt::01284,I thought I,1.0,content_diversity,knew you i guess not,could trust you,called you this morning,told you about it,confirmed everything,-0.031,0.967,-0.068,-0.661,-0.364,3.835625,0.242868,0.429624,1.647876,0.104342,46.094955,2.079087,0.000000,19.803488,0.893225
test.enc.prompt.txt::01285,test.enc.prompt.txt::01285,Why?! I think,1.0,content_diversity,I may like it here.,the brown color looks better than the blue.,cats are better pets than dogs.,she is far prettier than your wife.,it is raining outside.,-0.019,0.960,-0.241,-0.593,-0.194,8.247656,0.016788,0.449550,3.707732,0.007547,46.772707,1.765181,0.000000,21.026657,0.793536
test.enc.prompt.txt::01286,test.enc.prompt.txt::01286,"Yes, I have",1.0,content_diversity,been waiting for you a long time,many friends,the newest technology,parents who support me,an umbrella here,0.000,1.000,-0.034,-0.548,-0.180,3.005156,0.094261,0.448262,1.347098,0.042254,31.373033,1.733016,0.000000,14.063347,0.776846
test.enc.prompt.txt::01287,test.enc.prompt.txt::01287__row52,No. I admire,1.0,content_diversity,you and your efforts,what you do,that you are good,everything about you,your skills,-0.042,0.750,-0.272,-0.717,-0.552,9.417656,0.547206,0.509106,4.794585,0.278586,19.402411,0.764054,0.000000,9.877882,0.388985
test.enc.prompt.txt::01287,test.enc.prompt.txt::01287__row53,No. I admire,0.0,content_diversity,the things you do are cool,"everything you do, its unique",how come everything you do is awesome?,very cool things that you do,everything you do seems cool,-0.122,0.865,-0.383,-0.870,-0.705,45.447969,1.435596,0.332851,15.127412,0.477840,41.525800,0.900443,0.000000,13.821914,0.299713
test.enc.prompt.txt::01289,test.enc.prompt.txt::01289__row54,"Adam...dumb question, but",1.0,content_diversity,do you like me as a friend,do you think we could be together,do you believe in ghosts,do you think trump should resign,do you believe in karma,-0.161,0.827,-0.349,-0.699,-0.270,32.220625,1.137561,0.458472,14.772248,0.521540,42.355100,1.054074,0.000000,19.418619,0.483263
test.enc.prompt.txt::01289,test.enc.prompt.txt::01289__row55,"Adam...dumb question, but",0.0,content_diversity,do you think we could end up together,do you think we can be a couple,do you think we can be in a relationship,do you think we could be romantic partners,do you think we could be lovers,-0.416,0.579,-0.770,-0.973,-0.816,49.300625,1.326914,0.437981,21.592748,0.581163,13.236055,0.331323,0.000000,5.797144,0.145113
test.enc.prompt.txt::01292,test.enc.prompt.txt::01292__row56,We can make,1.0,content_diversity,the project work.,dinner together.,our kids happy.,everything better.,our love last.,-0.007,0.585,-0.417,-0.676,-0.245,-1.467500,-0.125920,0.403842,-0.592638,-0.050852,24.897185,1.414290,0.000000,10.054532,0.571150
test.enc.prompt.txt::01292,test.enc.prompt.txt::01292__row57,We can make,0.0,content_diversity,the plan successful.,proposal great.,design really good.,the work get done.,plan work out.,-0.018,0.760,-0.435,-0.791,-0.507,14.740156,0.731965,0.255064,3.759676,0.186697,11.806551,1.351151,0.000000,3.011421,0.344629
test.enc.prompt.txt::01294,test.enc.prompt.txt::01294,Helen-Thomas-Webber! Maybe we,1.0,content_diversity,can ask her!,can get in touch with her.,can call her.,should find her.,include her.,-0.054,0.941,-0.612,-0.821,-0.641,-4.465000,-0.653101,0.392713,-1.753464,-0.256481,25.575611,3.027888,0.000000,10.043876,1.189091
test.enc.prompt.txt::01296,test.enc.prompt.txt::01296,This is great,0.0,content_diversity,"film, so enjoyable","movie, i enjoyed watching it","movie, everyone should give it a try","movie, i really liked it","film, i think it is worth watching",-0.055,0.924,-0.423,-0.958,-0.646,25.405469,0.918148,0.480381,12.204292,0.441061,19.445885,0.936325,0.000000,9.341424,0.449792
test.enc.prompt.txt::01297,test.enc.prompt.txt::01297__row60,You have very,1.0,content_diversity,pretty eyes,longing smile,soft hands,well got to be kidding me,tall friends,0.000,1.000,-0.131,-0.607,-0.295,7.508906,0.702577,0.313625,2.354978,0.220345,74.175068,2.474770,0.000000,23.263128,0.776149
test.enc.prompt.txt::01297,test.enc.prompt.txt::01297__row61,You have very,0.0,content_diversity,your friends are really tall,they are really tall,"everyone you know, are so tall",how come your friends are so tall,they are very tall,-0.150,0.796,-0.505,-0.955,-0.696,61.268906,2.253418,0.261261,16.007157,0.588730,46.370523,1.247881,0.000000,12.114795,0.326022
test.enc.prompt.txt::01298,test.enc.prompt.txt::01298,I've got goose-bumps,1.0,content_diversity,just thinking about it,from this weather,talking about the past,all over me,from drinking cold water,-0.011,0.778,-0.144,-0.623,-0.242,6.280937,0.335665,0.528872,3.321815,0.177524,22.204925,1.085601,0.000000,11.743573,0.574145
test.enc.prompt.txt::01299,test.enc.prompt.txt::01299,"Oh, yes. It",0.0,content_diversity,hard to stay friends with you,is hard to be your friend,is really hard to be a friend of yours,is impossible to be your friend,is kinda hard to be your pal,-0.200,0.775,-0.544,-0.919,-0.796,23.575156,0.706720,0.422741,9.966197,0.298760,38.372636,1.397548,0.000000,16.221705,0.590801
test.enc.prompt.txt::01301,test.enc.prompt.txt::01301,How old are,1.0,content_diversity,these puppies,your parents,these dirty socks,"people in japan, on average",these tomatoes,-0.026,0.971,-0.270,-0.567,-0.087,17.557109,1.040543,0.453351,7.959529,0.471731,51.155408,1.282005,0.000000,23.191344,0.581198
test.enc.prompt.txt::01302,test.enc.prompt.txt::01302,He seems to,1.0,content_diversity,be sicker than we originally thought.,really like his date.,like driving trucks.,want a dog for his next pet.,hate his job.,-0.020,0.974,-0.302,-0.591,-0.079,6.273906,0.104484,0.377502,2.368413,0.039443,40.972688,0.611790,0.000000,15.467276,0.230952
test.enc.prompt.txt::01303,test.enc.prompt.txt::01303__row66,...and his church,1.0,content_diversity,fought the shooter off quickly,defied the orders on social distancing,became a cult group,snubbed a family that wanted to join,isn't really spiritual it's more a social gathering place,-0.016,0.974,-0.095,-0.551,-0.225,-4.369062,0.485750,0.366167,-1.599807,0.177866,55.894174,1.547457,0.000000,20.466604,0.566628
test.enc.prompt.txt::01303,test.enc.prompt.txt::01303__row67,...and his church,0.0,content_diversity,congregation got together regardless of the rules,refused to comply with the governor's orders,had a large meeting in spite of the virus situation,angrily said they will stay open no matter what,infected a large amount of people due to their actions,-0.026,0.957,-0.227,-0.610,-0.194,35.768750,0.759498,0.467173,16.710192,0.354817,33.078465,0.573744,0.000000,15.453364,0.268038
test.enc.prompt.txt::01305,test.enc.prompt.txt::01305,Unless we get,1.0,content_diversity,"our revenge, I give up","his notes, it is not possible","the files, we can't succeed","the weather forecast, we can't be sure","our hands on drugs, we can't be profitable",-0.045,0.922,-0.267,-0.657,-0.276,10.340000,0.456007,0.432071,4.467615,0.197027,30.211277,1.588555,0.000000,13.053419,0.686368
test.enc.prompt.txt::01306,test.enc.prompt.txt::01306,"So...you...survived the blast,",1.0,content_diversity,are you ok after that?,that is insane,how does that happen?,wow how did you do that,that is impressive,-0.056,0.930,-0.200,-0.621,-0.385,18.708281,0.980874,0.401033,7.502640,0.393363,35.429232,1.450387,0.000000,14.208295,0.581653
test.enc.prompt.txt::01309,test.enc.prompt.txt::01309__row70,"Hi, honey! Feeling",1.0,content_diversity,frisky?,hungry?,like going out?,happy today?,like doing the taxes today?,-0.011,0.967,-0.391,-0.710,-0.239,-15.075312,-0.731398,0.411942,-6.210156,-0.301294,47.418985,2.209098,0.000000,19.533875,0.910020
test.enc.prompt.txt::01309,test.enc.prompt.txt::01309__row71,"Hi, honey! Feeling",0.0,content_diversity,like going to do something?,like going on a date?,like getting out and having fun?,letting me take you out?,stepping out with me?,-0.024,0.958,-0.262,-0.806,-0.390,6.605156,0.121930,0.388039,2.563056,0.047313,26.028115,1.324255,0.000000,10.099914,0.513862
test.enc.prompt.txt::01310,test.enc.prompt.txt::01310,We have to,1.0,content_diversity,think logically,go soon,believe in each other,be more clear next time,call again,0.000,1.000,-0.137,-0.693,-0.278,5.975938,0.091377,0.373665,2.233001,0.034144,23.299977,3.048538,0.000000,8.706395,1.139133
test.enc.prompt.txt::01311,test.enc.prompt.txt::01311__row73,Get the presents,1.0,content_diversity,for our family,and pack them,"into car, we'll deliver them",for my orphans,and put them on the table,-0.025,0.960,-0.194,-0.680,-0.227,19.986250,0.971640,0.416848,8.331229,0.405026,53.643642,2.642225,0.000000,22.361246,1.101406
test.enc.prompt.txt::01311,test.enc.prompt.txt::01311__row74,Get the presents,0.0,content_diversity,for our relatives,for the kids,for my parents,for my grandparents,our siblings,-0.065,0.506,-0.521,-0.748,-0.426,3.595078,-0.011701,0.412270,1.482144,-0.004824,34.628169,3.219243,0.000000,14.276169,1.327198
test.enc.prompt.txt::01312,test.enc.prompt.txt::01312,"Yes, yes it",0.0,content_diversity,will be sure to put your mind to the test.,is the determining factor of whether you go to the next grade or not!,is an important achievement to accomplish.,is up to you what you do with the knowledge you have acquired.,but I have faith you will perform wonderfully.,-0.042,0.937,-0.190,-0.760,-0.354,0.461563,-0.056066,0.473735,0.218658,-0.026560,59.894232,1.357006,0.000000,28.374002,0.642862
test.enc.prompt.txt::01313,test.enc.prompt.txt::01313__row76,We stay down,1.0,content_diversity,"we stay alive, it's as simple as that.",south for the first week the north the second.,"at the lakeside, we've been here about a fortnight.","town in the swankiest hotel there is, we deserve it!","where the pollution is the thinnest, its healthier that way,",-0.032,0.961,0.002,-0.634,-0.140,12.996875,0.289173,0.457597,5.947330,0.132325,39.665417,0.523247,0.000000,18.150774,0.239436
test.enc.prompt.txt::01313,test.enc.prompt.txt::01313__row77,We stay down,0.0,content_diversity,"south for a while then head north,",south first and the north.,south for a while then go north.,south for 7 days and then north for another 7.,south to begin with then move north.,-0.124,0.819,-0.384,-0.965,-0.730,11.439375,0.378380,0.463628,5.303619,0.175428,50.764552,1.166536,0.000000,23.535886,0.540839
test.enc.prompt.txt::01315,test.enc.prompt.txt::01315,How long will,0.0,content_diversity,spending time at your mothers be,the doctor appointment last,we spend at the funeral home visitation,you stay over at her house,she sit on my couch today,-0.013,0.979,-0.159,-0.657,-0.297,18.379687,0.434438,0.375919,6.909283,0.163314,37.180553,1.251800,0.000000,13.976894,0.470576
