sample_id,sidecar_key,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen3_30b_a3b,metric_icl_E_rate_qwen3_30b_a3b,metric_icl_C_qwen3_30b_a3b,metric_icl_D_qwen3_30b_a3b,metric_icl_D_rate_qwen3_30b_a3b,metric_icl_E_qwen3_30b_a3b_std,metric_icl_E_rate_qwen3_30b_a3b_std,metric_icl_C_qwen3_30b_a3b_std,metric_icl_D_qwen3_30b_a3b_std,metric_icl_D_rate_qwen3_30b_a3b_std
test.sa-sb.sa-b::00869,test.sa-sb.sa-b::00869__row10,"Saturday night I went to a bar with my friends. The bar was very crowded. I went to the counter to order a drink. Before I could pay for my drink, a stranger bought it for me.",1.0,content_diversity,it was a pretty girl,it was someone I never met before,we soon became friends,we started to talk,we went outside and get some food,-0.023,0.961,-0.186,-0.651,-0.262,11.415908,0.746108,0.376954,4.303276,0.281249,53.669634,1.134523,0.000000,20.231002,0.427664
test.sa-sb.sa-b::00869,test.sa-sb.sa-b::00869__row11,"Saturday night I went to a bar with my friends. The bar was very crowded. I went to the counter to order a drink. Before I could pay for my drink, a stranger bought it for me.",0.0,content_diversity,a girl bought the drink for me,it was a cute girl,the stranger was a beautiful girl,the buyer for the drink was a woman,it was an attractive lady,-0.089,0.879,-0.440,-0.675,-0.474,34.260873,1.194252,0.431344,14.778234,0.515134,26.595029,0.578020,0.000000,11.471615,0.249326
test.sa-sb.sa-b::00798,test.sa-sb.sa-b::00798__row12,Adam was a bad kid. He was always making trouble. One day while riding on the school bus. Adam starts picking on a kid and won't stop bullying him.,1.0,content_diversity,the kid cry,adam was disciplined,someone interfere,he felt bad after,adam was taken into the police custody,-0.019,0.954,-0.228,-0.639,-0.271,15.019436,1.322782,0.272265,4.089267,0.360147,43.584567,1.726413,0.000000,11.866552,0.470042
test.sa-sb.sa-b::00798,test.sa-sb.sa-b::00798__row13,Adam was a bad kid. He was always making trouble. One day while riding on the school bus. Adam starts picking on a kid and won't stop bullying him.,0.0,content_diversity,the kid was crying,the kid was sad,the kid wails,the kid adam bully shed tears,the kid was shedding so much tears from being bullied,-0.187,0.840,-0.504,-0.889,-0.635,15.436282,1.458771,0.315629,4.872133,0.460430,83.056780,2.278965,0.000000,26.215103,0.719307
test.sa-sb.sa-b::00868,test.sa-sb.sa-b::00868__row14,Joe was really hungry. He wanted some breakfast food. Unfortunately it was past 11 AM. Then Joe remembered some fast food places still served breakfast.,1.0,content_diversity,He decided to make his own breakfast at home instead.,He decided to skip breakfast and just wait for lunch.,He decided to call up his girlfriend and have her make breakfast for him.,He visited the nearest restaurant that served breakfast and ordered it.,He grabbed a snack instead.,-0.077,0.900,-0.415,-0.867,-0.432,19.997946,0.095082,0.613399,12.266712,0.058323,43.207002,1.020501,0.000000,26.503115,0.625974
test.sa-sb.sa-b::00868,test.sa-sb.sa-b::00868__row15,Joe was really hungry. He wanted some breakfast food. Unfortunately it was past 11 AM. Then Joe remembered some fast food places still served breakfast.,0.0,content_diversity,He made the decision to cook his own breakfast at home instead.,He cooked his own breakfast at home instead.,He made his own breakfast at home instead.,"Instead of going out for breakfast, he cooked it at home.",He prepared his own breakfast at home instead of going to a restaurant.,-0.346,0.672,-0.679,-0.988,-0.878,22.991332,0.497395,0.622359,14.308853,0.309558,30.916282,0.394488,0.000000,19.241014,0.245513
test.sa-sb.sa-b::00790,test.sa-sb.sa-b::00790__row16,"When I tried to leave, my car wouldn't start. I had jumper cables with me in the car. I just needed someone's help to start the car. Before I knew it someone had stopped to help.",1.0,content_diversity,"To my surprise, it was a local celebrity!",It was my high school enemy!,I was grateful for their help.,It was my best friend!,They helped me get on my way again.,-0.056,0.935,-0.314,-0.669,-0.282,4.926296,0.322762,0.565998,2.788274,0.182683,39.240160,0.775481,0.000000,22.209858,0.438921
test.sa-sb.sa-b::00790,test.sa-sb.sa-b::00790__row17,"When I tried to leave, my car wouldn't start. I had jumper cables with me in the car. I just needed someone's help to start the car. Before I knew it someone had stopped to help.",0.0,content_diversity,"Shockingly, it was my town's most popular radio DJ.","Amazingly, an A-list actor from my town had stopped to give aid.",A local musician had stopped to help.,The mayor had stopped.,I was amazed to see our town's quarterback!,-0.047,0.931,-0.291,-0.744,-0.256,19.642698,0.601451,0.429992,8.446196,0.258619,65.396436,0.781144,0.000000,28.119921,0.335885
test.sa-sb.sa-b::00800,test.sa-sb.sa-b::00800__row18,I was walking on the beach the other day. While I was walking I saw a cool dog. I asked it's owner if I could play with it. The owner said yes.,1.0,content_diversity,I play with it,I love it,it was so fun to play with,the owner was friendly,the dog had amazing agility,-0.040,0.928,-0.310,-0.643,-0.434,6.550108,0.523757,0.459252,3.008148,0.240536,33.427167,1.424439,0.000000,15.351480,0.654176
test.sa-sb.sa-b::00800,test.sa-sb.sa-b::00800__row19,I was walking on the beach the other day. While I was walking I saw a cool dog. I asked it's owner if I could play with it. The owner said yes.,0.0,content_diversity,I like it,I really like it,I have a warm feeling toward it,I really enjoy this dog,I have a loving feeling for this dog,-0.106,0.846,-0.516,-0.755,-0.658,26.209711,1.247383,0.435706,11.419738,0.543493,27.807479,0.589992,0.000000,12.115896,0.257063
test.sa-sb.sa-b::00822,test.sa-sb.sa-b::00822__row20,Joy had always wanted to see the Grand Canyon. Her daughter recently moved to Phoenix and volunteered to drive. Joy flew to Phoenix. The two drove up to the Grand Canyon and saw it's majesty.,1.0,content_diversity,They were very happy and fulfilled,Joy had slipped and fell into the canyon,"Soon after, their friends joined them","In the canyon, an eagle tried to steal his hat",Clouds were low that day so they couldn't completely enjoy,-0.008,0.985,-0.127,-0.677,-0.126,0.330754,0.218720,0.492043,0.162745,0.107619,71.351970,0.748414,0.000000,35.108239,0.368252
test.sa-sb.sa-b::00822,test.sa-sb.sa-b::00822__row21,Joy had always wanted to see the Grand Canyon. Her daughter recently moved to Phoenix and volunteered to drive. Joy flew to Phoenix. The two drove up to the Grand Canyon and saw it's majesty.,0.0,content_diversity,Joy had fell inside of the canyon,Joy had lost control and fell,Joy had lost the balance and slipped in the canyon,Joy hadn't been cautious so she fell in the canyon,Joy had fell down the canyon,-0.158,0.824,-0.519,-0.974,-0.709,45.710919,1.103712,0.406405,18.577143,0.448554,42.346176,0.574470,0.000000,17.209695,0.233468
test.sa-sb.sa-b::00803,test.sa-sb.sa-b::00803__row22,Kara went to the mall to find a bikini. She went to three different stores to try on suits. Kara found a bikini she liked at the fourth store. She found out the bikini was on sale when she got to the register.,1.0,content_diversity,she was glad to save some money,she went to the pool that evening,she went swimming soon after,she went to the beach,she likes how her body look in the new bikini,-0.099,0.886,-0.351,-0.775,-0.390,13.143902,0.778600,0.422725,5.556251,0.329133,62.533987,1.009078,0.000000,26.434655,0.426562
test.sa-sb.sa-b::00803,test.sa-sb.sa-b::00803__row23,Kara went to the mall to find a bikini. She went to three different stores to try on suits. Kara found a bikini she liked at the fourth store. She found out the bikini was on sale when she got to the register.,0.0,content_diversity,she is happy with the saving,she is happy she can save money,the discount made her happy,saving money here gives her joy,she was ecstatic she could spend less,-0.057,0.904,-0.375,-0.845,-0.777,36.195816,1.267122,0.371395,13.442959,0.470603,39.775352,1.212634,0.000000,14.772382,0.450367
test.sa-sb.sa-b::00853,test.sa-sb.sa-b::00853__row24,"Angelina has a medical condition. The Doctor prescribed her some daily medications. She has been taking them but has had some side effects. Some of them she can tolerate, and others are becoming intolerable.",1.0,content_diversity,She ultimately opted to stop taking the medication because they interfered too much in her life.,She spoke to her doctor about the issues she was having and he switched her medication.,"She wanted to try a different medication, but her doctor said no , so she switched doctors.","There was nothing that could be done about this, so she fell into a deep depression.",She tirelessly researched online alternatives to taking the medication and ended up switching to an herbal remedy that helped immensely.,-0.049,0.929,-0.358,-0.847,-0.432,-5.199292,0.101950,0.636934,-3.311603,0.064935,97.843727,0.402711,0.000000,62.319950,0.256500
test.sa-sb.sa-b::00853,test.sa-sb.sa-b::00853__row25,"Angelina has a medical condition. The Doctor prescribed her some daily medications. She has been taking them but has had some side effects. Some of them she can tolerate, and others are becoming intolerable.",0.0,content_diversity,She was desperate and asked her doctor for a different medication but he refused.,"Her doctor was terrible, and had no sympathy when she asked for possible alternatives.",She had to switch doctors because her doctor would not help her find a different medication with less side effects.,She took matters into her own hands and got a new doctor when her doctor would not help her find a different medication.,"Her doctor tried to convince her that there were no other medications that treated her condition, but she knew better, and found a different doctor.",-0.119,0.828,-0.456,-0.923,-0.681,27.488973,0.315622,0.639898,17.590152,0.201966,57.957285,0.598455,0.000000,37.086777,0.382950
test.sa-sb.sa-b::00806,test.sa-sb.sa-b::00806__row26,Tim was bowling with friends. He kept getting strikes. After a while he was getting close to a perfect game. A crowd gathered around.,1.0,content_diversity,He choked.,Tim cracked under the pressure.,"Tim found strength in the crowd's support, he finished with a perfect score.",The crowd cheered as Tim scored a perfect game.,The crowed moaned as Tim lost it all.,-0.030,0.944,-0.337,-0.773,-0.385,9.841099,-0.069158,0.458321,4.510387,-0.031697,75.750864,2.718479,0.000000,34.718245,1.245937
test.sa-sb.sa-b::00806,test.sa-sb.sa-b::00806__row27,Tim was bowling with friends. He kept getting strikes. After a while he was getting close to a perfect game. A crowd gathered around.,0.0,content_diversity,"Tim became so anxious with the crowd watching him, he failed to get a perfect score.",Tim did not manage to get a perfect score.,Tim lost the game due to the pressure of having an audience.,Tim choked and lost.,Tim cracked under pressure.,-0.067,0.879,-0.408,-0.894,-0.603,20.685214,0.342343,0.536657,11.100858,0.183721,54.482623,0.897289,0.000000,29.238464,0.481536
test.sa-sb.sa-b::00860,test.sa-sb.sa-b::00860__row28,"Abby noticed toys all over her living room. Abby immediately called her toddler to clean up. As she was cleaning up, they began singing the clean up song. Abby decided to help her daughter clean up the toys.",1.0,content_diversity,they had a good time together,it was fun,the place was clean after,the living room was tidy again,it was a day of cleaning,-0.043,0.944,-0.320,-0.687,-0.451,23.593538,1.188118,0.363611,8.578863,0.432013,29.751326,0.905946,0.000000,10.817901,0.329412
test.sa-sb.sa-b::00860,test.sa-sb.sa-b::00860__row29,"Abby noticed toys all over her living room. Abby immediately called her toddler to clean up. As she was cleaning up, they began singing the clean up song. Abby decided to help her daughter clean up the toys.",0.0,content_diversity,it was fun for them,they enjoy the day,they like the cleaning up,they thought it was great,they have a bonding experience,-0.043,0.939,-0.276,-0.699,-0.544,25.774044,1.200104,0.336261,8.666797,0.403548,15.466865,0.642160,0.000000,5.200898,0.215933
test.sa-sb.sa-b::00829,test.sa-sb.sa-b::00829__row30,Joe tries to impress his friends by smoking. He notices a girl and lights up a cigarette. She walks away because she hates the smell of tobacco. Joe buys nicotine patches to quit smoking.,1.0,content_diversity,he quits smoking,he then ask her out,he was still rejected,the girl was long gone,he still could not quit,-0.038,0.955,-0.194,-0.594,-0.220,22.311267,1.112330,0.311943,6.959836,0.346983,26.538084,1.076695,0.000000,8.278360,0.335867
test.sa-sb.sa-b::00829,test.sa-sb.sa-b::00829__row31,Joe tries to impress his friends by smoking. He notices a girl and lights up a cigarette. She walks away because she hates the smell of tobacco. Joe buys nicotine patches to quit smoking.,0.0,content_diversity,he no longer smokes,smoking is not with him anymore,he never touch cigarette again,he is not smoking anymore,smoking and him are two separate things now,-0.041,0.934,-0.337,-0.929,-0.686,34.123016,1.257992,0.403072,13.754046,0.507062,43.078440,0.738228,0.000000,17.363730,0.297559
test.sa-sb.sa-b::00821,test.sa-sb.sa-b::00821__row32,"I believed my stuffed animals were real. I laid in bed at night staring at them in case they moved. I knew if I closed my eyes, they would start walking. I lined them up on shelves so I could always see them.",1.0,content_diversity,Those were sleepless nights,I want to play with them,I want them to talk to me,I thought they were my protectors,then one night they fell off the shelves,-0.030,0.941,-0.225,-0.646,-0.154,0.503550,0.246739,0.537807,0.270813,0.132698,44.581819,1.201414,0.000000,23.976435,0.646129
test.sa-sb.sa-b::00821,test.sa-sb.sa-b::00821__row33,"I believed my stuffed animals were real. I laid in bed at night staring at them in case they moved. I knew if I closed my eyes, they would start walking. I lined them up on shelves so I could always see them.",0.0,content_diversity,I had some sleepless night,there are nights I could not sleep,some nights I was awake,I miss sleeps sometimes,there are night I stay wide awake,-0.064,0.911,-0.291,-0.906,-0.605,45.252880,1.746506,0.330616,14.961335,0.577423,35.554733,1.733545,0.000000,11.754971,0.573138
test.sa-sb.sa-b::00865,test.sa-sb.sa-b::00865__row34,Kate and her friends were visiting Las Vegas. They decided to go to a casino. Kate played various games for two hours. And she was down $100.,1.0,content_diversity,she was sad,that was little to lose in a place like vegas,her friends lost thousands,she decides she can win it back,she stop playing,-0.026,0.970,-0.124,-0.635,-0.242,21.519083,0.581366,0.359760,7.741710,0.209153,71.736714,0.578932,0.000000,25.808017,0.208277
test.sa-sb.sa-b::00865,test.sa-sb.sa-b::00865__row35,Kate and her friends were visiting Las Vegas. They decided to go to a casino. Kate played various games for two hours. And she was down $100.,0.0,content_diversity,she stops,she decides that was enough,that is more than enough gambling for her,she decides it was time to stop,she decides no more gambling,-0.069,0.908,-0.216,-0.782,-0.373,34.725482,1.329724,0.356935,12.394737,0.474625,36.803050,1.034552,0.000000,13.136294,0.369268
test.sa-sb.sa-b::00872,test.sa-sb.sa-b::00872__row36,Rayna wanted new clothes but she didn't have any money to buy more. She then remembered watching a video about up-cycling old clothes. She realized that was a way to get herself some newer looking clothes. She went through her entire clothing attire and started altering them.,1.0,content_diversity,She had a whole new set of clothes,Her friends were mocking her,She had help from her grandma,She really enjoyed doing it,She saved a lot of money,-0.035,0.945,-0.288,-0.681,-0.320,10.488836,0.363674,0.593570,6.225855,0.215866,29.199835,0.839148,0.000000,17.332138,0.498093
test.sa-sb.sa-b::00872,test.sa-sb.sa-b::00872__row37,Rayna wanted new clothes but she didn't have any money to buy more. She then remembered watching a video about up-cycling old clothes. She realized that was a way to get herself some newer looking clothes. She went through her entire clothing attire and started altering them.,0.0,content_diversity,She saved quite a lot,She saved money,She managed to save a large amount of money,She saved large sum of money,She managed to put money in savings,-0.115,0.857,-0.586,-0.975,-0.823,15.994312,0.584525,0.506185,8.096087,0.295878,32.755796,0.704343,0.000000,16.580505,0.356528
test.sa-sb.sa-b::00856,test.sa-sb.sa-b::00856__row38,Ashley was driving with her brother. They decided to take back roads instead of the highway. They soon were lost and had no idea where they were. They spent hours driving around trying to find the right way.,1.0,content_diversity,She eventually remembered the right way.,They pulled over and tried to use their cell phones gps.,They eventually found their way by back tracking.,Ashley decided to switch with her brother.,Her brother took over driving and found the correct way.,-0.028,0.948,-0.328,-0.703,-0.273,4.011784,0.112400,0.593355,2.380413,0.066693,33.565503,0.534816,0.000000,19.916264,0.317336
test.sa-sb.sa-b::00856,test.sa-sb.sa-b::00856__row39,Ashley was driving with her brother. They decided to take back roads instead of the highway. They soon were lost and had no idea where they were. They spent hours driving around trying to find the right way.,0.0,content_diversity,Ashley and her brother use their cell phones gps settings.,They decided to pull up a map on their cell phones.,Their cell phones had gps to help them.,Ashely and her brother used their phones to find their way.,The gps on their phones came in handy.,-0.087,0.882,-0.384,-0.932,-0.545,19.742411,0.415441,0.531390,10.490914,0.220761,45.478276,0.601734,0.000000,24.166687,0.319755
test.sa-sb.sa-b::00809,test.sa-sb.sa-b::00809__row40,Andy was invited to a friend's poker night. He wasn't a very good player. He decided to cheat to win. Andy won but his friends weren't happy.,1.0,content_diversity,They didn't invite him back.,Now they won't return his texts.,Andy apologized and they made up.,Andy decided not to cheat in the future.,Andy watched YouTube videos and got better so he didn't have to cheat.,-0.021,0.957,-0.342,-0.703,-0.214,-5.521633,0.100441,0.600004,-3.313000,0.060265,65.948440,1.492698,0.000000,39.569301,0.895624
test.sa-sb.sa-b::00809,test.sa-sb.sa-b::00809__row41,Andy was invited to a friend's poker night. He wasn't a very good player. He decided to cheat to win. Andy won but his friends weren't happy.,0.0,content_diversity,Andy felt bad afterward and swore he'd never cheat again.,Winning by cheating didn't feel very good so he didn't do it again.,"Andy didn't like feeling like a cheat, so he was honest the next time.",Knowing he cheated was embarrassing so he won't cheat when they play in the future.,Andy pledged not to cheat the next poker night.,-0.039,0.934,-0.399,-0.927,-0.557,10.451153,-0.016400,0.597297,6.242439,-0.009796,56.618689,0.650914,0.000000,33.818155,0.388789
test.sa-sb.sa-b::00820,test.sa-sb.sa-b::00820__row42,The man turned it on. It did not respond. The man unplugged it. He took it apart.,1.0,content_diversity,he threw it away,it was broken,he fix it,he realize what part he needed,he put it back together,-0.070,0.933,-0.362,-0.701,-0.303,19.080699,1.320906,0.392926,7.497295,0.519018,54.329950,1.823287,0.000000,21.347627,0.716416
test.sa-sb.sa-b::00820,test.sa-sb.sa-b::00820__row43,The man turned it on. It did not respond. The man unplugged it. He took it apart.,0.0,content_diversity,it broke,it no longer function,it was no longer working,it fail,it is now useless,-0.080,0.913,-0.326,-0.716,-0.769,21.251362,1.877367,0.231864,4.927416,0.435293,20.945345,2.846510,0.000000,4.856462,0.660002
test.sa-sb.sa-b::00839,test.sa-sb.sa-b::00839__row44,"Nick and Jennifer met at a golf course. They decided to have their first date at a local restaurant. Jennifer was late because she couldn't decide which dress to wear. When she arrived, Nick told her she looked beautiful.",1.0,content_diversity,She was the most beautiful lady there,She thanked him for kind words,There was Jen's ex boyfriend there,She also got compliments by the staff,She fell on her dress and tore her up,-0.025,0.960,-0.173,-0.605,-0.207,11.057946,0.376602,0.407392,4.504924,0.153425,64.087045,1.663760,0.000000,26.108580,0.677803
test.sa-sb.sa-b::00839,test.sa-sb.sa-b::00839__row45,"Nick and Jennifer met at a golf course. They decided to have their first date at a local restaurant. Jennifer was late because she couldn't decide which dress to wear. When she arrived, Nick told her she looked beautiful.",0.0,content_diversity,She was the prettiest there,Most beautiful person in the room was her,She was by far the best looking lady,She was the prettiest lady in the toom,The best looking person was her,-0.122,0.830,-0.322,-0.803,-0.878,48.056429,1.327361,0.425438,20.445041,0.564710,32.789362,0.659947,0.000000,13.949847,0.280767
test.sa-sb.sa-b::00873,test.sa-sb.sa-b::00873__row46,Miles is feeling hungry one day. He decides to eat some carrots. Miles eats many carrots. Afterwards he drinks some water.,1.0,content_diversity,it was so healthy,he was still hungy,he decide to eat some burger,he went to exercise,he is in top shape,-0.035,0.957,-0.233,-0.609,-0.167,22.865946,0.953068,0.260413,5.954598,0.248192,18.561093,1.082209,0.000000,4.833557,0.281822
test.sa-sb.sa-b::00873,test.sa-sb.sa-b::00873__row47,Miles is feeling hungry one day. He decides to eat some carrots. Miles eats many carrots. Afterwards he drinks some water.,0.0,content_diversity,it was healthy,the carrot is healthy,the carrot is good for his health,it was a healthy meal,eating carrot is good for you,-0.111,0.792,-0.472,-0.835,-0.580,32.625234,1.514128,0.355119,11.585854,0.537696,21.106098,0.577371,0.000000,7.495185,0.205036
test.sa-sb.sa-b::00837,test.sa-sb.sa-b::00837__row48,"My wife gets blueberry muffins from the local supermarket. The batter varies from yellow to dark blue in color. Today, the batter was blue, my favorite. My wife was not pleased as yellow is her favorite.",1.0,content_diversity,she makes it anyway,the muffin was still delicious,it was not her best moment,she asked me to make it for her,she decides it was time to deal with the yellow batter,-0.046,0.934,-0.128,-0.633,-0.179,15.297334,0.927632,0.379489,5.805172,0.352026,64.367176,0.871431,0.000000,24.426645,0.330699
test.sa-sb.sa-b::00837,test.sa-sb.sa-b::00837__row49,"My wife gets blueberry muffins from the local supermarket. The batter varies from yellow to dark blue in color. Today, the batter was blue, my favorite. My wife was not pleased as yellow is her favorite.",0.0,content_diversity,the muffin is still good,they still taste yummy,"no matter the color, muffin taste very nice",the muffin satisfy my sweet tooth,it was very good muffin,-0.050,0.927,-0.326,-0.872,-0.670,42.716501,1.250107,0.334462,14.287058,0.418114,37.335593,0.670400,0.000000,12.487347,0.224224
test.sa-sb.sa-b::00857,test.sa-sb.sa-b::00857__row50,The tree lost it's leaves. That winter it became very cold. The branches froze. The tree lost it's branches.,1.0,content_diversity,They had to saw the tree,Tree fell down on earth,One of the branches fell off and hit a young boy,"In the spring, the tree started growing again",It was a shame because tree was really old,-0.026,0.953,-0.159,-0.909,-0.357,1.856234,0.040695,0.518814,0.963040,0.021113,42.114878,1.501079,0.000000,21.849772,0.778780
test.sa-sb.sa-b::00857,test.sa-sb.sa-b::00857__row51,The tree lost it's leaves. That winter it became very cold. The branches froze. The tree lost it's branches.,0.0,content_diversity,They had to cut the tree down,They had to cut tree down,Tree had to be sawed,The had to bring down the tree,Tree had to be brought down,-0.206,0.744,-0.522,-0.980,-0.796,38.195944,1.522443,0.476153,18.187103,0.724915,23.983093,1.038618,0.000000,11.419615,0.494541
test.sa-sb.sa-b::00814,test.sa-sb.sa-b::00814__row52,Mike's dog had fleas. The dog lived in the house with Mike. Mike had bite marks on his legs. Mike realized he had gotten bitten by fleas.,1.0,content_diversity,He had to go test himself,The dog unfortunately died,They took him to the vet,Mike felt really sad and depressed,"It was like dog hadn't even noticed, his behaviour was normal",-0.006,0.982,-0.152,-0.663,-0.161,-20.739441,0.021092,0.434829,-9.018108,0.009171,124.236337,1.363314,0.000000,54.021548,0.592808
test.sa-sb.sa-b::00814,test.sa-sb.sa-b::00814__row53,Mike's dog had fleas. The dog lived in the house with Mike. Mike had bite marks on his legs. Mike realized he had gotten bitten by fleas.,0.0,content_diversity,Mike was sad,Mike felt sadness,Mike was really depressed,Mike didn't feel well,Mike had a sad feelings,-0.073,0.923,-0.504,-0.930,-0.832,20.172168,1.053758,0.430671,8.687564,0.453823,31.258186,0.918712,0.000000,13.461988,0.395663
test.sa-sb.sa-b::00826,test.sa-sb.sa-b::00826__row54,Jane had a window frame that was not fully attached to the house. To fix it required climbing on the roof. Jane was too afraid to do this herself. Her grown son did it instead.,1.0,content_diversity,she was thankful,it was a job well done,they had dinner after,he was cautious when doing so,the window was fixed,-0.027,0.974,-0.153,-0.631,-0.238,26.633427,1.211503,0.393150,10.470920,0.476302,37.563905,1.026477,0.000000,14.768232,0.403559
test.sa-sb.sa-b::00826,test.sa-sb.sa-b::00826__row55,Jane had a window frame that was not fully attached to the house. To fix it required climbing on the roof. Jane was too afraid to do this herself. Her grown son did it instead.,0.0,content_diversity,she was glad to have him there,she was appreciative,she thank him for his help,she express her grattitude,she was happy to have his help,-0.088,0.882,-0.334,-0.745,-0.565,31.725416,1.261277,0.405752,12.872650,0.511766,26.753367,0.996790,0.000000,10.855231,0.404450
