sample_id,sidecar_key,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen3_30b_a3b,metric_icl_E_rate_qwen3_30b_a3b,metric_icl_C_qwen3_30b_a3b,metric_icl_D_qwen3_30b_a3b,metric_icl_D_rate_qwen3_30b_a3b,metric_icl_E_qwen3_30b_a3b_std,metric_icl_E_rate_qwen3_30b_a3b_std,metric_icl_C_qwen3_30b_a3b_std,metric_icl_D_qwen3_30b_a3b_std,metric_icl_D_rate_qwen3_30b_a3b_std
test.enc.prompt.txt::01246,test.enc.prompt.txt::01246__row12,Your mind kept,1.0,content_diversity,going everywhere,you awake,making you think,up with everything,dreaming,-0.008,0.582,-0.191,-0.646,-0.349,7.539833,0.260560,0.492337,3.712138,0.128283,16.908865,1.104960,0.000000,8.324859,0.544013
test.enc.prompt.txt::01246,test.enc.prompt.txt::01246__row13,Your mind kept,0.0,content_diversity,i like to make you think about stuff,stop and think,gotta think first,think before anything else,always think about it,-0.058,0.943,-0.117,-0.866,-0.412,30.089426,1.686333,0.283217,8.521834,0.477598,69.754822,1.553025,0.000000,19.755746,0.439843
test.enc.prompt.txt::01247,test.enc.prompt.txt::01247__row14,But you haven't,1.0,content_diversity,gone there yet,bught me a soda,nailed the wall,fed the dog,gotten a job,-0.012,0.775,-0.072,-0.631,-0.093,14.512448,0.999648,0.282757,4.103490,0.282657,52.512054,3.071869,0.000000,14.848127,0.868591
test.enc.prompt.txt::01247,test.enc.prompt.txt::01247__row15,But you haven't,0.0,content_diversity,obtained a way to get paid,started working anywhere,gotten off of unemployment,becomea  productive member of society,found a legitimate way to make money,-0.017,0.958,-0.121,-0.742,-0.421,24.454283,0.887272,0.412849,10.095916,0.366309,52.769912,1.472201,0.000000,21.785982,0.607796
test.enc.prompt.txt::01248,test.enc.prompt.txt::01248__row16,I'd like you,1.0,content_diversity,to meet my parents,to send him my condolences,to improve your swimming technique,to start acting according to your age,to stop talking gibberish,-0.060,0.944,-0.236,-0.588,-0.124,15.844282,0.396992,0.520807,8.251815,0.206756,23.278547,0.449386,0.000000,12.123633,0.234043
test.enc.prompt.txt::01248,test.enc.prompt.txt::01248__row17,I'd like you,0.0,content_diversity,to introduce you to my parents,to come and meet my parents,to finally meet with my parents,to meet my mom and dad,to introduce you my mom and dad,-0.166,0.775,-0.470,-0.914,-0.780,25.170681,0.928666,0.507532,12.774929,0.471328,31.307982,0.900479,0.000000,15.889806,0.457022
test.enc.prompt.txt::01249,test.enc.prompt.txt::01249__row18,Nothing. She wanted,1.0,content_diversity,to know directions to the drive through is all.,money but I gave her nothing.,it all just to go away so that she was free again.,to know if I knew someone and I didn't.,to arrest me but couldnt pin anything on me.,-0.029,0.951,-0.133,-0.638,-0.150,-3.190742,-0.061003,0.485415,-1.548834,-0.029612,66.079027,0.805848,0.000000,32.075756,0.391171
test.enc.prompt.txt::01249,test.enc.prompt.txt::01249__row19,Nothing. She wanted,0.0,content_diversity,"to know how to get to the drive through,",a route to get to Macdonalds.,know directions on how to get to the drive through.,details on where the drive through is.,information on how to find a macdonalds.,-0.161,0.738,-0.448,-0.815,-0.546,39.265040,0.980758,0.376246,14.773323,0.369007,25.186230,0.982585,0.000000,9.476224,0.369694
test.enc.prompt.txt::01250,test.enc.prompt.txt::01250__row20,Are you for,1.0,content_diversity,a dance,a date in a restaurant,democrats or republicans,a coffee after desert,this new movie,-0.025,0.965,-0.047,-0.571,-0.096,17.256909,0.743063,0.261352,4.510134,0.194201,43.139407,1.625833,0.000000,11.274586,0.424915
test.enc.prompt.txt::01250,test.enc.prompt.txt::01250__row21,Are you for,0.0,content_diversity,a nice dinner in a restaurant,dinner in a fancy restaurant,a date somewhere nice,a date with me in a fancy dinner,a dinner in a classy restaurant,-0.188,0.786,-0.489,-0.882,-0.729,32.751735,1.245642,0.388313,12.717924,0.483699,24.544424,0.898881,0.000000,9.530918,0.349047
test.enc.prompt.txt::01251,test.enc.prompt.txt::01251__row22,It's a good,1.0,content_diversity,day to go shopping.,day to plan a wedding.,day to get some chores done.,time to invest in the stock market.,time to get some work done.,-0.094,0.874,-0.445,-0.737,-0.329,13.145511,0.499164,0.500310,6.576836,0.249737,18.975428,0.701295,0.000000,9.493604,0.350865
test.enc.prompt.txt::01251,test.enc.prompt.txt::01251__row23,It's a good,0.0,content_diversity,day outside. Let's go shopping.,time to get some shopping done.,time to go shopping.,day for shopping.,day for going shopping.,-0.100,0.874,-0.599,-0.967,-0.801,7.837699,0.506771,0.487333,3.819570,0.246966,47.454869,1.216160,0.000000,23.126330,0.592675
test.enc.prompt.txt::01252,test.enc.prompt.txt::01252__row24,It seems your,1.0,content_diversity,"dress is on backwards, Miss.",checking account has been overdrawn.,adorable cat has taken quite a liking to me!,actions have gotten you a first class seat in detention.,party doesn’t have quite as many people as we’d expected.,-0.009,0.974,-0.105,-0.601,-0.125,6.329474,0.221719,0.476318,3.014839,0.105609,55.173592,1.200772,0.000000,26.280148,0.571949
test.enc.prompt.txt::01252,test.enc.prompt.txt::01252__row25,It seems your,0.0,content_diversity,sweet little kitten adores getting attention!,"cat is begging for attention, so have you been giving her any?",cat is very sociable and friendly around other people!,"kitty is extremely affectionate, what a sweetheart!",time spent with your cat isn’t enough because she is starved for attention.,-0.021,0.970,-0.252,-0.840,-0.458,13.571693,0.386646,0.478541,6.494609,0.185026,49.076137,0.366345,0.000000,23.484935,0.175311
test.enc.prompt.txt::01253,test.enc.prompt.txt::01253__row26,I wouldn't accept,1.0,content_diversity,anything but the truth,not loving you anymore,money from her,you leaving,mediocreness,-0.007,0.786,0.028,-0.564,-0.275,3.991935,0.073087,0.345333,1.378545,0.025239,40.384504,4.032813,0.000000,13.946085,1.392662
test.enc.prompt.txt::01253,test.enc.prompt.txt::01253__row27,I wouldn't accept,0.0,content_diversity,i dont want you leave,cannot think of you going,the thought of you going sucks,wow i dont want you to go,please dont say you're laving me,-0.090,0.850,-0.259,-0.791,-0.559,42.379818,1.723199,0.242037,10.257495,0.417078,47.318573,1.057122,0.000000,11.452857,0.255863
test.enc.prompt.txt::01254,test.enc.prompt.txt::01254__row28,In a magazine,1.0,content_diversity,so many pages,theres lots of advertisements,i saw there was a model who was pretty,there was a car,that was boring,-0.038,0.919,-0.183,-0.636,-0.191,32.337377,1.133841,0.330071,10.673638,0.374248,43.970755,1.163806,0.000000,14.513482,0.384139
test.enc.prompt.txt::01254,test.enc.prompt.txt::01254__row29,In a magazine,0.0,content_diversity,a lot of pages were inside of it,there were many pages,a bunch of pages were inside,there were alot of paper pages,i think there was a lot of content on the pages,-0.129,0.829,-0.513,-0.955,-0.703,20.333762,0.965828,0.380917,7.745476,0.367900,72.917785,1.189392,0.000000,27.775626,0.453060
test.enc.prompt.txt::01255,test.enc.prompt.txt::01255__row30,I don't know...,1.0,content_diversity,why this happens,think so,know anyone who can,what time it is,where it went,-0.006,0.787,-0.137,-0.629,-0.350,19.124454,1.287542,0.331463,6.339048,0.426772,18.937047,2.132258,0.000000,6.276930,0.706765
test.enc.prompt.txt::01255,test.enc.prompt.txt::01255__row31,I don't know...,0.0,content_diversity,not sure why this keeps happening,why does this keep occurring,can this stop happening,i cant belive it keeps happening,why did it keep happening,-0.062,0.914,-0.445,-0.872,-0.652,29.388016,1.057677,0.421138,12.376410,0.445428,28.237492,0.919631,0.000000,11.891881,0.387291
test.enc.prompt.txt::01256,test.enc.prompt.txt::01256__row32,Why do you,1.0,content_diversity,think is was,always do that,not think first,not like me,eat that first,-0.027,0.547,-0.154,-0.637,-0.249,7.882034,0.556672,0.286310,2.256709,0.159381,29.439877,2.415906,0.000000,8.428945,0.691699
test.enc.prompt.txt::01256,test.enc.prompt.txt::01256__row33,Why do you,0.0,content_diversity,how come you constantly do the same thing,you always do this,cant just do that,always do these things,do that to yourself,-0.071,0.921,-0.226,-0.803,-0.428,22.861765,1.231224,0.348254,7.961694,0.428778,53.651067,1.454791,0.000000,18.684182,0.506636
test.enc.prompt.txt::01257,test.enc.prompt.txt::01257__row34,Don't you think,1.0,content_diversity,you should check?,you should hear him out?,you've done enough?,it's time to quit?,it's time to try again?,-0.051,0.890,-0.390,-0.716,-0.380,-1.045125,-0.005619,0.479303,-0.500932,-0.002693,9.883346,0.658627,0.000000,4.737120,0.315682
test.enc.prompt.txt::01257,test.enc.prompt.txt::01257__row35,Don't you think,0.0,content_diversity,it's time to go?,this is the end?,it's pointless to go on?,it's the end of the road?,it's time to move on?,-0.071,0.890,-0.469,-0.809,-0.565,8.022314,0.265080,0.478524,3.838868,0.126847,13.645986,0.979197,0.000000,6.529929,0.468569
test.enc.prompt.txt::01258,test.enc.prompt.txt::01258__row36,You know what,1.0,content_diversity,"I've had enough, I'm, out of here.",I really think I like the bigger one better than the smaller one.,you have some knid of nerve coming here today.,"I think you are really, really dumb.",this is used for? I bet you can't guess.,-0.025,0.951,-0.092,-0.675,-0.204,8.892496,0.081461,0.400171,3.558517,0.032598,47.124051,1.183441,0.000000,18.857668,0.473579
test.enc.prompt.txt::01258,test.enc.prompt.txt::01258__row37,You know what,0.0,content_diversity,I'd go for the big one over the small one.,I think the small one isn't as good as the bigger one.,I really think the bigger one is the best of the two.,I would choose the big one over the small one every time.,"I like the bigger one much better than the smaller one,",-0.185,0.782,-0.537,-0.935,-0.584,47.873515,0.899224,0.445690,21.336755,0.400775,13.534537,0.290070,0.000000,6.032210,0.129281
test.enc.prompt.txt::01259,test.enc.prompt.txt::01259__row38,Where the hell,1.0,content_diversity,did you find these socks,do you think we're going,did you get these scars,do you think we should take him,did you leave your phone,-0.089,0.885,-0.266,-0.667,-0.282,12.025668,0.468910,0.521266,6.268569,0.244427,20.640093,0.544099,0.000000,10.758973,0.283620
test.enc.prompt.txt::01259,test.enc.prompt.txt::01259__row39,Where the hell,0.0,content_diversity,you think we're gonna go,you think we're heading,you think we will go,you believe we're going,you think we're headed to,-0.172,0.818,-0.562,-0.921,-0.772,24.219724,1.094068,0.440151,10.660333,0.481555,15.338547,0.671754,0.000000,6.751275,0.295673
test.enc.prompt.txt::01260,test.enc.prompt.txt::01260__row40,May I ask,1.0,content_diversity,where did you get this number?,how did you find me,how did you get your driving license,how didn't you see him crossing the road,do you like eggs,-0.087,0.888,-0.297,-0.675,-0.250,9.024607,-0.060067,0.445360,4.019200,-0.026751,42.566098,1.862483,0.000000,18.957243,0.829476
test.enc.prompt.txt::01260,test.enc.prompt.txt::01260__row41,May I ask,0.0,content_diversity,how did you get my number,who gave you my phone number,how did you acquire this number,who told you my number,where did you find my phone number,-0.148,0.817,-0.501,-0.906,-0.747,33.737113,1.264215,0.470370,15.868930,0.594649,19.965698,0.668201,0.000000,9.391268,0.314302
test.enc.prompt.txt::01261,test.enc.prompt.txt::01261__row42,"Like you said,",1.0,content_diversity,you shouldn't drink and drive,you should end things up with him,you can't focus,you need to train harder,you believe in love on first sight,-0.039,0.970,-0.192,-0.675,-0.143,11.388425,0.729431,0.446537,5.085358,0.325718,41.554822,0.977743,0.000000,18.555783,0.436599
test.enc.prompt.txt::01261,test.enc.prompt.txt::01261__row43,"Like you said,",0.0,content_diversity,you should break u with him,you should leave him,you can't be in relationship with him,you need to get away from him,you can't stay together,-0.082,0.902,-0.420,-0.749,-0.525,32.424145,1.107597,0.392038,12.711490,0.434220,30.959161,1.094508,0.000000,12.137161,0.429088
test.enc.prompt.txt::01262,test.enc.prompt.txt::01262__row44,How many questions,1.0,content_diversity,can you possibly have?,are on the test?,are on the intake form?,does she have for me?,am I allowed to ask?,-0.033,0.936,-0.317,-0.715,-0.403,8.794778,0.366788,0.506272,4.452549,0.185695,26.333962,0.874473,0.000000,13.332146,0.442721
test.enc.prompt.txt::01262,test.enc.prompt.txt::01262__row45,How many questions,0.0,content_diversity,can I ask?,can I give to you?,can I request?,is reasonable to ask?,is it OK for me to have?,-0.079,0.904,-0.369,-0.827,-0.670,-3.054395,0.026918,0.367560,-1.122675,0.009894,36.128467,0.717481,0.000000,13.279393,0.263718
test.enc.prompt.txt::01263,test.enc.prompt.txt::01263__row46,I kinda get,1.0,content_diversity,what you mean,why you like him,what so great,the resemblense,hype about it,-0.012,0.773,-0.079,-0.613,-0.419,10.639484,0.719528,0.316661,3.369107,0.227846,44.042226,3.184578,0.000000,13.946445,1.008431
test.enc.prompt.txt::01263,test.enc.prompt.txt::01263__row47,I kinda get,0.0,content_diversity,i see why you,"now i see why , hes really cute","i get it now, why","kinda get why, hes cute",oh i mean i get why you do,-0.092,0.871,-0.272,-0.817,-0.601,32.931086,1.812861,0.206133,6.788170,0.373690,65.200121,1.613869,0.000000,13.439869,0.332671
test.enc.prompt.txt::01264,test.enc.prompt.txt::01264__row48,Maybe you're fed,1.0,content_diversity,up with your boss,so completely you'll not eat for hours,by a great chef,loan will be here soon,holiday will be paid this year,-0.012,0.975,-0.066,-0.587,-0.135,18.309870,1.098054,0.299312,5.480359,0.328661,69.570728,1.965071,0.000000,20.823336,0.588169
test.enc.prompt.txt::01264,test.enc.prompt.txt::01264__row49,Maybe you're fed,0.0,content_diversity,payment will be processed quickly,money will show in your bank account by the end of the day,cash will arrive soon,credit will not give you reason for patience,advance will get to you within the hour,-0.035,0.963,-0.321,-0.781,-0.413,44.753072,1.391538,0.295615,13.229684,0.411360,73.159717,1.549839,0.000000,21.627117,0.458156
test.enc.prompt.txt::01265,test.enc.prompt.txt::01265__row50,"Eve, I don't",1.0,content_diversity,think you have the skills for the job.,think you want to make any hasty decisions.,want you to leave.,think you should stay with your husband.,think you should keep using drugs.,-0.084,0.896,-0.323,-0.768,-0.121,-5.597765,-0.069520,0.557144,-3.118759,-0.038733,27.767338,0.888959,0.000000,15.470397,0.495278
test.enc.prompt.txt::01265,test.enc.prompt.txt::01265__row51,"Eve, I don't",0.0,content_diversity,think you want to make any rash decisions.,know why you don't want to think this through.,think you should rush this decision.,know why you need to make such a sudden decision.,know why you need to make a hasty decision.,-0.147,0.774,-0.476,-0.934,-0.636,26.994555,0.626251,0.559179,15.094776,0.350186,20.591607,0.455039,0.000000,11.514385,0.254448
test.enc.prompt.txt::01266,test.enc.prompt.txt::01266__row52,Get out of,1.0,content_diversity,my house!,here scoundrel!,"the car, right now.",there.,"there, it's going to blow.",0.000,1.000,-0.242,-0.670,-0.221,-3.102895,0.284727,0.324963,-1.008325,0.092526,39.054301,1.874630,0.000000,12.691188,0.609185
test.enc.prompt.txt::01266,test.enc.prompt.txt::01266__row53,Get out of,0.0,content_diversity,my home.,my bedroom.,my abode.,my kitchen.,"my home, please.",-0.093,0.527,-0.469,-0.821,-0.650,-7.446118,-0.380568,0.248621,-1.851262,-0.094617,20.741082,2.070446,0.000000,5.156671,0.514757
test.enc.prompt.txt::01267,test.enc.prompt.txt::01267__row54,"Say,...did you just",1.0,content_diversity,say what I think you did?,see that in the sky or was it just me?,pick up my cup of coffee by mistake?,Turn off the TV? I was watching that!,Cut in line? That'svery rude you know.,-0.013,0.974,-0.003,-0.644,-0.158,6.813356,0.192846,0.465391,3.170875,0.089749,74.563625,1.627574,0.000000,34.701250,0.757459
test.enc.prompt.txt::01267,test.enc.prompt.txt::01267__row55,"Say,...did you just",0.0,content_diversity,grab my coffee thinking it was yours?,think that coffee was yours because it's mine.,pick up my cup of tea by mistake?,take my cup of coffee in error?,take my cofee thinking it was yours?,-0.086,0.861,-0.335,-0.903,-0.522,36.618470,1.054139,0.381427,13.967276,0.402077,48.195216,0.962962,0.000000,18.382960,0.367300
test.enc.prompt.txt::01268,test.enc.prompt.txt::01268__row56,What's wrong with,1.0,content_diversity,you? Has someone died?,the idea? Have you a better one?,"it? I'll tell you what's wrong with it, it's hideous.",wanting things to go my way for a change huh?,the car? Is it the battery again?,-0.010,0.979,-0.088,-0.638,-0.215,15.504637,0.194144,0.414698,6.429744,0.080511,46.397270,0.811637,0.000000,19.240861,0.336584
test.enc.prompt.txt::01268,test.enc.prompt.txt::01268__row57,What's wrong with,0.0,content_diversity,"you, has your dog died?","your face, you look so sad, has someone croaked?",your eyes? Are you crying? Did he die?,"You, you lost a relative or something?","you, why so sad? Did something bad happen?",-0.027,0.957,-0.214,-0.709,-0.591,33.167389,0.880982,0.344578,11.428757,0.303567,50.059734,0.859233,0.000000,17.249490,0.296073
test.enc.prompt.txt::01269,test.enc.prompt.txt::01269__row58,Yes! Yes! The,1.0,content_diversity,others said the same thing,boss said we are gonna leave soon,dinner is almost ready,same thing happened to me,light is still on,-0.021,0.958,-0.199,-0.593,-0.237,14.116511,0.449478,0.492170,6.947726,0.221219,52.929604,1.164250,0.000000,26.050372,0.573009
test.enc.prompt.txt::01269,test.enc.prompt.txt::01269__row59,Yes! Yes! The,0.0,content_diversity,food will be done soon,we will be eating soon,its almost time for food,dinner will be served soon,we will eat dinner in a few,-0.076,0.899,-0.344,-0.878,-0.740,42.785708,1.812206,0.299652,12.820823,0.543031,29.138842,1.088778,0.000000,8.731512,0.326255
test.enc.prompt.txt::01270,test.enc.prompt.txt::01270__row60,I don't have,1.0,content_diversity,what you want.,the answers.,the time for this.,any money.,any patience right now.,-0.014,0.773,-0.359,-0.661,-0.401,1.378867,0.318115,0.446857,0.616156,0.142152,18.964945,0.908785,0.000000,8.474618,0.406097
test.enc.prompt.txt::01270,test.enc.prompt.txt::01270__row61,I don't have,0.0,content_diversity,anything to give you.,what you're asking for.,whatever it is you are looking for.,what you need.,anything you want.,-0.046,0.943,-0.344,-0.826,-0.603,12.087133,0.463924,0.479433,5.794969,0.222421,17.942171,0.526574,0.000000,8.602066,0.252457
test.enc.prompt.txt::01271,test.enc.prompt.txt::01271__row62,"Wait, Eve, please!",1.0,content_diversity,I love you!,You still haven’t paid for your dinner!,You forgot your purse!,Let me buy you a drink!,Come and try this delicious apple from the tree!,-0.008,0.986,-0.237,-0.674,-0.139,-15.605374,-0.125203,0.505838,-7.893784,-0.063332,81.397607,0.754039,0.000000,41.173965,0.381421
test.enc.prompt.txt::01271,test.enc.prompt.txt::01271__row63,"Wait, Eve, please!",0.0,content_diversity,"I would like to order a drink for you, if you’re interested.","You’re so beautiful, can I get you a beverage?",I need to find out more about you. Can I get you a martini or something?,Can we talk over drinks?,You have such a nice name. Can I grab you something to drink?,-0.055,0.916,-0.319,-0.927,-0.605,20.073864,0.490364,0.473680,9.508587,0.232276,47.075097,0.639617,0.000000,22.298529,0.302974
test.enc.prompt.txt::01272,test.enc.prompt.txt::01272__row64,I think it's,1.0,content_diversity,gonna rain,the best film i've seen,more than complicated,impossible to travel on mars,so ugly sweater,0.000,1.000,-0.085,-0.521,-0.138,9.195757,0.082276,0.356385,3.277229,0.029322,42.389704,2.823136,0.000000,15.107051,1.006123
test.enc.prompt.txt::01272,test.enc.prompt.txt::01272__row65,I think it's,0.0,content_diversity,the greatest movie i've seen,the most amazing movie i've seen,the coolest film of all time,fascinating movie,my favourite film,-0.053,0.896,-0.392,-0.892,-0.702,24.581898,0.906686,0.446155,10.967336,0.404523,19.726103,1.363156,0.000000,8.800899,0.608179
test.enc.prompt.txt::01273,test.enc.prompt.txt::01273__row66,Watching television in,1.0,content_diversity,my underwear.,my room.,my parent's bedroom.,my car.,my living room.,-0.094,0.517,-0.515,-0.766,-0.382,-2.771706,-0.188884,0.327237,-0.907005,-0.061810,18.896584,1.965506,0.000000,6.183665,0.643187
test.enc.prompt.txt::01273,test.enc.prompt.txt::01273__row67,Watching television in,0.0,content_diversity,my panties.,my boxers.,my undergarments.,my skivvies.,my briefs.,-0.100,0.320,-0.615,-0.783,-0.448,6.923726,0.411935,0.226878,1.570841,0.093459,11.250732,0.574379,0.000000,2.552543,0.130314
test.enc.prompt.txt::01274,test.enc.prompt.txt::01274__row68,Why not buy,1.0,content_diversity,in bulk,more toilet paper,his product,new book for uni,this fancy phone,0.000,0.800,-0.223,-0.582,-0.153,8.391188,0.714909,0.325806,2.733903,0.232922,43.721424,2.267930,0.000000,14.244723,0.738906
test.enc.prompt.txt::01274,test.enc.prompt.txt::01274__row69,Why not buy,0.0,content_diversity,new textbook,this book that is for your course,textbook for university,this new book that will help you at uni,textbook for your course at uni,-0.079,0.854,-0.285,-0.917,-0.673,48.911528,1.776492,0.369624,18.078884,0.656634,31.083317,0.617906,0.000000,11.489146,0.228393
test.enc.prompt.txt::01275,test.enc.prompt.txt::01275__row70,Who are these,1.0,content_diversity,people on my lawn?,guys in my house?,podcasts from Apple?,four members of the band?,new workers?,-0.005,0.989,-0.393,-0.677,-0.176,8.537396,-0.033877,0.358456,3.060281,-0.012143,41.409175,2.633809,0.000000,14.843370,0.944105
test.enc.prompt.txt::01275,test.enc.prompt.txt::01275__row71,Who are these,0.0,content_diversity,men in my home?,people in my living area?,individuals on my property?,humans in my chambers?,persons in my area?,-0.118,0.886,-0.655,-0.828,-0.576,18.467282,0.738311,0.348976,6.444640,0.257653,20.105653,0.941652,0.000000,7.016393,0.328614
test.enc.prompt.txt::01276,test.enc.prompt.txt::01276__row72,Adam? Don't even,1.0,content_diversity,think about it!,utter his name!,know who that is.,tell me.,want to see him.,0.000,0.800,-0.343,-0.687,-0.407,0.422895,0.117259,0.494838,0.209264,0.058024,17.384487,2.015678,0.000000,8.602501,0.997434
test.enc.prompt.txt::01276,test.enc.prompt.txt::01276__row73,Adam? Don't even,0.0,content_diversity,try it!,touch it!,think about doing that.,try.,touch.,-0.038,0.740,-0.452,-0.778,-0.582,6.640692,0.295348,0.287917,1.911970,0.085036,16.997378,3.314518,0.000000,4.893839,0.954307
test.enc.prompt.txt::01277,test.enc.prompt.txt::01277__row74,Because I want,1.0,content_diversity,to go on vacation.,this pandemic to be over.,to have children when I'm older.,you to shut up.,what's best for the family.,-0.026,0.975,-0.222,-0.628,-0.171,-12.908833,-0.563557,0.482068,-6.222932,-0.271673,29.197761,0.960764,0.000000,14.075299,0.463153
test.enc.prompt.txt::01277,test.enc.prompt.txt::01277__row75,Because I want,0.0,content_diversity,to be a mother in the future.,to have kids someday.,a family of my own.,my own offspring down the road.,babies in the coming years.,-0.037,0.930,-0.351,-0.781,-0.424,6.673682,0.314179,0.458311,3.058624,0.143992,32.467716,0.912898,0.000000,14.880320,0.418392
test.enc.prompt.txt::01278,test.enc.prompt.txt::01278__row76,I didn't know,1.0,content_diversity,"you like boys, i'm not homophobic btw",you are a virgin,you can't swim,you are such a good student,you don't have any friends,-0.056,0.942,-0.218,-0.668,-0.176,12.013489,0.908473,0.394871,4.743778,0.358729,77.441897,1.513009,0.000000,30.579555,0.597443
test.enc.prompt.txt::01278,test.enc.prompt.txt::01278__row77,I didn't know,0.0,content_diversity,you're gay,you like same sex,you like people of same sex,you are homosexual,you like boys even if you're a boy,-0.067,0.897,-0.340,-0.770,-0.605,16.197370,1.156497,0.335790,5.438917,0.388340,52.061930,0.980240,0.000000,17.481883,0.329155
test.enc.prompt.txt::01279,test.enc.prompt.txt::01279__row78,It didn't used,1.0,content_diversity,to be that way,work before so i see why,to go out all of the time,get so cold this time of the year,"begin that way, it kinda happened",-0.022,0.954,-0.022,-0.672,-0.288,8.807138,0.455176,0.436949,3.848268,0.198888,76.585117,2.303483,0.000000,33.463774,1.006504
