sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion,metric_icl_E_rate_qwen25_completion,metric_icl_C_qwen25_completion,metric_icl_D_qwen25_completion,metric_icl_D_rate_qwen25_completion,metric_icl_E_qwen25_completion_std,metric_icl_E_rate_qwen25_completion_std,metric_icl_C_qwen25_completion_std,metric_icl_D_qwen25_completion_std,metric_icl_D_rate_qwen25_completion_std
test.enc.prompt.txt::01250,Are you for,0.0,content_diversity,a nice dinner in a restaurant,dinner in a fancy restaurant,a date somewhere nice,a date with me in a fancy dinner,a dinner in a classy restaurant,-0.188,0.786,-0.489,-0.882,-0.729,33.043789,1.263583,0.388179,12.826892,0.490496,29.785405,1.001586,0.000000,11.562057,0.388794
test.enc.prompt.txt::01251,It's a good,1.0,content_diversity,day to go shopping.,day to plan a wedding.,day to get some chores done.,time to invest in the stock market.,time to get some work done.,-0.094,0.874,-0.445,-0.737,-0.329,32.388750,1.239899,0.338460,10.962313,0.419657,17.056527,0.793123,0.000000,5.772961,0.268441
test.enc.prompt.txt::01252,It seems your,1.0,content_diversity,"dress is on backwards, Miss.",checking account has been overdrawn.,adorable cat has taken quite a liking to me!,actions have gotten you a first class seat in detention.,party doesn’t have quite as many people as we’d expected.,-0.009,0.974,-0.105,-0.601,-0.125,19.591562,0.588371,0.359710,7.047287,0.211643,64.876658,1.585844,0.000000,23.336801,0.570444
test.enc.prompt.txt::01252,It seems your,0.0,content_diversity,sweet little kitten adores getting attention!,"cat is begging for attention, so have you been giving her any?",cat is very sociable and friendly around other people!,"kitty is extremely affectionate, what a sweetheart!",time spent with your cat isn’t enough because she is starved for attention.,-0.021,0.970,-0.252,-0.840,-0.458,23.049375,0.596990,0.398065,9.175151,0.237641,64.884287,0.250326,0.000000,25.828167,0.099646
test.enc.prompt.txt::01253,I wouldn't accept,1.0,content_diversity,anything but the truth,not loving you anymore,money from her,you leaving,mediocreness,-0.007,0.786,0.028,-0.564,-0.275,25.846250,1.648073,0.187077,4.835236,0.308316,31.672500,3.395566,0.000000,5.925192,0.635232
test.enc.prompt.txt::01254,In a magazine,1.0,content_diversity,so many pages,theres lots of advertisements,i saw there was a model who was pretty,there was a car,that was boring,-0.038,0.919,-0.183,-0.636,-0.191,33.847656,1.114989,0.246227,8.334203,0.274540,47.950699,1.428849,0.000000,11.806752,0.351821
test.enc.prompt.txt::01255,I don't know...,1.0,content_diversity,why this happens,think so,know anyone who can,what time it is,where it went,-0.006,0.787,-0.137,-0.629,-0.350,12.538906,0.823592,0.318169,3.989492,0.262041,18.471281,2.039899,0.000000,5.876990,0.649033
test.enc.prompt.txt::01256,Why do you,1.0,content_diversity,think is was,always do that,not think first,not like me,eat that first,-0.027,0.547,-0.154,-0.637,-0.249,21.394531,1.641158,0.148834,3.184243,0.244261,28.144988,2.010292,0.000000,4.188944,0.299201
test.enc.prompt.txt::01257,Don't you think,1.0,content_diversity,you should check?,you should hear him out?,you've done enough?,it's time to quit?,it's time to try again?,-0.051,0.890,-0.390,-0.716,-0.380,16.970391,0.923112,0.293832,4.986448,0.271240,19.101808,1.177556,0.000000,5.612727,0.346004
test.enc.prompt.txt::01258,You know what,1.0,content_diversity,"I've had enough, I'm, out of here.",I really think I like the bigger one better than the smaller one.,you have some knid of nerve coming here today.,"I think you are really, really dumb.",this is used for? I bet you can't guess.,-0.025,0.951,-0.092,-0.675,-0.204,28.693437,0.550400,0.331844,9.521756,0.182647,54.498298,1.231384,0.000000,18.084955,0.408628
test.enc.prompt.txt::01258,You know what,0.0,content_diversity,I'd go for the big one over the small one.,I think the small one isn't as good as the bigger one.,I really think the bigger one is the best of the two.,I would choose the big one over the small one every time.,"I like the bigger one much better than the smaller one,",-0.185,0.782,-0.537,-0.935,-0.584,68.602031,1.294952,0.367737,25.227515,0.476202,15.402383,0.325451,0.000000,5.664028,0.119680
test.enc.prompt.txt::01259,Where the hell,1.0,content_diversity,did you find these socks,do you think we're going,did you get these scars,do you think we should take him,did you leave your phone,-0.089,0.885,-0.266,-0.667,-0.282,30.128750,1.201274,0.290346,8.747756,0.348785,21.404301,0.551815,0.000000,6.214649,0.160217
test.enc.prompt.txt::01260,May I ask,1.0,content_diversity,where did you get this number?,how did you find me,how did you get your driving license,how didn't you see him crossing the road,do you like eggs,-0.087,0.888,-0.297,-0.675,-0.250,18.724844,0.298536,0.327323,6.129074,0.097718,39.398128,1.796538,0.000000,12.895919,0.588048
test.enc.prompt.txt::01262,How many questions,1.0,content_diversity,can you possibly have?,are on the test?,are on the intake form?,does she have for me?,am I allowed to ask?,-0.033,0.936,-0.317,-0.715,-0.403,18.830781,0.852607,0.288329,5.429464,0.245832,25.432425,0.768444,0.000000,7.332910,0.221565
test.enc.prompt.txt::01264,Maybe you're fed,0.0,content_diversity,payment will be processed quickly,money will show in your bank account by the end of the day,cash will arrive soon,credit will not give you reason for patience,advance will get to you within the hour,-0.035,0.963,-0.321,-0.781,-0.413,53.369062,1.605644,0.261885,13.976537,0.420493,66.004777,1.321869,0.000000,17.285637,0.346177
test.enc.prompt.txt::01265,"Eve, I don't",1.0,content_diversity,think you have the skills for the job.,think you want to make any hasty decisions.,want you to leave.,think you should stay with your husband.,think you should keep using drugs.,-0.084,0.896,-0.323,-0.768,-0.121,11.324687,0.435336,0.433671,4.911187,0.188792,24.569302,1.197995,0.000000,10.654991,0.519536
test.enc.prompt.txt::01265,"Eve, I don't",0.0,content_diversity,think you want to make any rash decisions.,know why you don't want to think this through.,think you should rush this decision.,know why you need to make such a sudden decision.,know why you need to make a hasty decision.,-0.147,0.774,-0.476,-0.934,-0.636,46.977500,1.092585,0.452685,21.266033,0.494597,16.952175,0.379649,0.000000,7.674004,0.171862
test.enc.prompt.txt::01266,Get out of,1.0,content_diversity,my house!,here scoundrel!,"the car, right now.",there.,"there, it's going to blow.",0.000,1.000,-0.242,-0.670,-0.221,13.741875,2.102512,0.109757,1.508271,0.230766,54.404858,2.153482,0.000000,5.971328,0.236360
test.enc.prompt.txt::01267,"Say,...did you just",1.0,content_diversity,say what I think you did?,see that in the sky or was it just me?,pick up my cup of coffee by mistake?,Turn off the TV? I was watching that!,Cut in line? That'svery rude you know.,-0.013,0.974,-0.003,-0.644,-0.158,14.173438,0.414777,0.368524,5.223250,0.152855,70.606076,1.391369,0.000000,26.020025,0.512753
test.enc.prompt.txt::01268,What's wrong with,0.0,content_diversity,"you, has your dog died?","your face, you look so sad, has someone croaked?",your eyes? Are you crying? Did he die?,"You, you lost a relative or something?","you, why so sad? Did something bad happen?",-0.027,0.957,-0.214,-0.709,-0.591,56.109063,1.558741,0.246318,13.820670,0.383946,56.708615,0.990631,0.000000,13.968350,0.244010
test.enc.prompt.txt::01269,Yes! Yes! The,1.0,content_diversity,others said the same thing,boss said we are gonna leave soon,dinner is almost ready,same thing happened to me,light is still on,-0.021,0.958,-0.199,-0.593,-0.237,22.119297,0.835504,0.377220,8.343840,0.315169,71.437244,1.906132,0.000000,26.947553,0.719031
test.enc.prompt.txt::01270,I don't have,0.0,content_diversity,anything to give you.,what you're asking for.,whatever it is you are looking for.,what you need.,anything you want.,-0.046,0.943,-0.344,-0.826,-0.603,8.680547,0.282537,0.358166,3.109078,0.101195,15.486429,0.533356,0.000000,5.546715,0.191030
test.enc.prompt.txt::01272,I think it's,1.0,content_diversity,gonna rain,the best film i've seen,more than complicated,impossible to travel on mars,so ugly sweater,0.000,1.000,-0.085,-0.521,-0.138,18.808594,0.589861,0.215972,4.062121,0.127393,35.542519,3.064775,0.000000,7.676172,0.661904
test.enc.prompt.txt::01273,Watching television in,1.0,content_diversity,my underwear.,my room.,my parent's bedroom.,my car.,my living room.,-0.094,0.517,-0.515,-0.766,-0.382,17.311172,1.754113,0.119475,2.068248,0.209572,21.570073,2.655005,0.000000,2.577079,0.317206
test.enc.prompt.txt::01273,Watching television in,0.0,content_diversity,my panties.,my boxers.,my undergarments.,my skivvies.,my briefs.,-0.100,0.320,-0.615,-0.783,-0.448,34.757773,2.855007,0.053311,1.852971,0.152203,10.376248,0.958886,0.000000,0.553168,0.051119
test.enc.prompt.txt::01274,Why not buy,1.0,content_diversity,in bulk,more toilet paper,his product,new book for uni,this fancy phone,0.000,0.800,-0.223,-0.582,-0.153,14.496719,1.122388,0.162712,2.358789,0.182626,45.041846,4.246936,0.000000,7.328846,0.691027
test.enc.prompt.txt::01274,Why not buy,0.0,content_diversity,new textbook,this book that is for your course,textbook for university,this new book that will help you at uni,textbook for your course at uni,-0.079,0.854,-0.285,-0.917,-0.673,59.978984,2.255267,0.265133,15.902423,0.597946,36.660659,0.882340,0.000000,9.719959,0.233938
test.enc.prompt.txt::01276,Adam? Don't even,1.0,content_diversity,think about it!,utter his name!,know who that is.,tell me.,want to see him.,0.000,0.800,-0.343,-0.687,-0.407,12.995078,0.991209,0.280665,3.647267,0.278198,23.586308,1.943399,0.000000,6.619858,0.545445
test.enc.prompt.txt::01278,I didn't know,1.0,content_diversity,"you like boys, i'm not homophobic btw",you are a virgin,you can't swim,you are such a good student,you don't have any friends,-0.056,0.942,-0.218,-0.668,-0.176,27.369531,1.645443,0.240598,6.585067,0.395891,110.819251,2.343259,0.000000,26.662942,0.563785
test.enc.prompt.txt::01279,It didn't used,1.0,content_diversity,to be that way,work before so i see why,to go out all of the time,get so cold this time of the year,"begin that way, it kinda happened",-0.022,0.954,-0.022,-0.672,-0.288,19.797734,0.929173,0.312269,6.182217,0.290152,71.407643,1.992123,0.000000,22.298386,0.622078
test.enc.prompt.txt::01279,It didn't used,0.0,content_diversity,why is it already getting col,it got cold faster than usual,its pretty cold out so sonn,its really cool already,i cant believe how cold it is already,-0.036,0.947,-0.083,-0.754,-0.339,70.185313,2.643032,0.189604,13.307434,0.501130,44.131896,1.945825,0.000000,8.367596,0.368937
test.enc.prompt.txt::01280,He has a,1.0,content_diversity,medical issue.,wife at home.,huge problem with me.,girlfriend already.,mental problem.,-0.007,0.785,-0.442,-0.656,-0.157,8.754844,0.400588,0.267531,2.342190,0.107170,15.880615,1.149646,0.000000,4.248553,0.307566
test.enc.prompt.txt::01281,The guy with,0.0,content_diversity,the playful german shepherd,the hyperactive large canine,the frisbee playing golden retriever,that really happy great pyrennees,a smiling poodle that is light on it's feet,-0.017,0.978,-0.152,-0.566,-0.257,36.254375,1.305714,0.242156,8.779205,0.316186,82.856769,1.946906,0.000000,20.064242,0.471454
test.enc.prompt.txt::01282,"Yep. You know,",1.0,content_diversity,they always act like that,I feel the same way,the beach is relaxing,having a job is a good thing,this pandemic has been bizarre,-0.008,0.977,-0.143,-0.575,-0.238,0.948750,0.217913,0.474642,0.450317,0.103431,36.017762,1.039685,0.000000,17.095553,0.493479
test.enc.prompt.txt::01282,"Yep. You know,",0.0,content_diversity,this virus has not followed norms in any way at all,there are just no models to predict how this epidemic will be,the things everyone is doing for this illness are just stranger than strange,I have never seen anything like covid-19,everything that has been happening with the pandemic has us in a new normal society,-0.016,0.969,-0.057,-0.638,-0.355,25.617188,0.542052,0.448019,11.476993,0.242850,84.037634,0.589476,0.000000,37.650476,0.264097
test.enc.prompt.txt::01283,Then just help,1.0,content_diversity,me instead,everyone please,if you can,as best as you can,all of the kids only,-0.016,0.948,-0.136,-0.623,-0.370,8.422266,0.995755,0.235254,1.981372,0.234255,54.359727,2.322391,0.000000,12.788348,0.546352
test.enc.prompt.txt::01284,I thought I,1.0,content_diversity,knew you i guess not,could trust you,called you this morning,told you about it,confirmed everything,-0.031,0.967,-0.068,-0.661,-0.364,18.594219,1.018984,0.296626,5.515522,0.302257,37.351854,1.656066,0.000000,11.079517,0.491232
test.enc.prompt.txt::01285,Why?! I think,1.0,content_diversity,I may like it here.,the brown color looks better than the blue.,cats are better pets than dogs.,she is far prettier than your wife.,it is raining outside.,-0.019,0.960,-0.241,-0.593,-0.194,21.290937,0.503463,0.327923,6.981778,0.165097,38.788238,1.832563,0.000000,12.719537,0.600939
test.enc.prompt.txt::01286,"Yes, I have",1.0,content_diversity,been waiting for you a long time,many friends,the newest technology,parents who support me,an umbrella here,0.000,1.000,-0.034,-0.548,-0.180,12.935742,0.567143,0.339771,4.395191,0.192699,41.367113,2.104274,0.000000,14.055347,0.714971
test.enc.prompt.txt::01287,No. I admire,1.0,content_diversity,you and your efforts,what you do,that you are good,everything about you,your skills,-0.042,0.750,-0.272,-0.717,-0.552,28.137422,1.768771,0.257844,7.255058,0.456067,19.638035,0.887452,0.000000,5.063544,0.228824
test.enc.prompt.txt::01287,No. I admire,0.0,content_diversity,the things you do are cool,"everything you do, its unique",how come everything you do is awesome?,very cool things that you do,everything you do seems cool,-0.122,0.865,-0.383,-0.870,-0.705,59.888281,1.945999,0.246800,14.780432,0.480273,40.928039,0.921501,0.000000,10.101042,0.227427
test.enc.prompt.txt::01289,"Adam...dumb question, but",1.0,content_diversity,do you like me as a friend,do you think we could be together,do you believe in ghosts,do you think trump should resign,do you believe in karma,-0.161,0.827,-0.349,-0.699,-0.270,46.727812,1.668916,0.327072,15.283359,0.545856,42.326116,1.025971,0.000000,13.843687,0.335566
test.enc.prompt.txt::01289,"Adam...dumb question, but",0.0,content_diversity,do you think we could end up together,do you think we can be a couple,do you think we can be in a relationship,do you think we could be romantic partners,do you think we could be lovers,-0.416,0.579,-0.770,-0.973,-0.816,64.943594,1.756722,0.336927,21.881224,0.591886,13.622647,0.354266,0.000000,4.589832,0.119362
test.enc.prompt.txt::01292,We can make,1.0,content_diversity,the project work.,dinner together.,our kids happy.,everything better.,our love last.,-0.007,0.585,-0.417,-0.676,-0.245,11.977500,0.704411,0.258654,3.098029,0.182199,19.518461,1.385032,0.000000,5.048529,0.358244
test.enc.prompt.txt::01292,We can make,0.0,content_diversity,the plan successful.,proposal great.,design really good.,the work get done.,plan work out.,-0.018,0.760,-0.435,-0.791,-0.507,22.048594,1.265702,0.196688,4.336694,0.248948,15.798201,1.627298,0.000000,3.107316,0.320070
test.enc.prompt.txt::01294,Helen-Thomas-Webber! Maybe we,1.0,content_diversity,can ask her!,can get in touch with her.,can call her.,should find her.,include her.,-0.054,0.941,-0.612,-0.821,-0.641,7.848828,0.261222,0.220787,1.732920,0.057675,23.028429,2.834797,0.000000,5.084381,0.625887
test.enc.prompt.txt::01296,This is great,0.0,content_diversity,"film, so enjoyable","movie, i enjoyed watching it","movie, everyone should give it a try","movie, i really liked it","film, i think it is worth watching",-0.055,0.924,-0.423,-0.958,-0.646,40.855469,1.520665,0.341703,13.960443,0.519616,19.973069,1.081377,0.000000,6.824861,0.369510
test.enc.prompt.txt::01297,You have very,1.0,content_diversity,pretty eyes,longing smile,soft hands,well got to be kidding me,tall friends,0.000,1.000,-0.131,-0.607,-0.295,21.327187,1.823767,0.176981,3.774517,0.322773,69.827578,2.187735,0.000000,12.358187,0.387188
test.enc.prompt.txt::01297,You have very,0.0,content_diversity,your friends are really tall,they are really tall,"everyone you know, are so tall",how come your friends are so tall,they are very tall,-0.150,0.796,-0.505,-0.955,-0.696,70.957617,2.605550,0.207833,14.747311,0.541518,46.447834,1.239827,0.000000,9.653377,0.257677
test.enc.prompt.txt::01298,I've got goose-bumps,1.0,content_diversity,just thinking about it,from this weather,talking about the past,all over me,from drinking cold water,-0.011,0.778,-0.144,-0.623,-0.242,15.887500,0.932944,0.324162,5.150129,0.302425,18.986625,1.197048,0.000000,6.154748,0.388038
test.enc.prompt.txt::01299,"Oh, yes. It",0.0,content_diversity,hard to stay friends with you,is hard to be your friend,is really hard to be a friend of yours,is impossible to be your friend,is kinda hard to be your pal,-0.200,0.775,-0.544,-0.919,-0.796,37.077813,1.159711,0.313693,11.631051,0.363793,32.744859,1.219490,0.000000,10.271834,0.382545
test.enc.prompt.txt::01301,How old are,1.0,content_diversity,these puppies,your parents,these dirty socks,"people in japan, on average",these tomatoes,-0.026,0.971,-0.270,-0.567,-0.087,33.330625,2.043137,0.247184,8.238797,0.505031,54.511190,1.324660,0.000000,13.474293,0.327435
test.enc.prompt.txt::01302,He seems to,1.0,content_diversity,be sicker than we originally thought.,really like his date.,like driving trucks.,want a dog for his next pet.,hate his job.,-0.020,0.974,-0.302,-0.591,-0.079,17.441094,0.745200,0.269164,4.694517,0.200581,49.489255,0.667797,0.000000,13.320732,0.179747
test.enc.prompt.txt::01303,...and his church,1.0,content_diversity,fought the shooter off quickly,defied the orders on social distancing,became a cult group,snubbed a family that wanted to join,isn't really spiritual it's more a social gathering place,-0.016,0.974,-0.095,-0.551,-0.225,13.532500,1.046636,0.272683,3.690081,0.285400,55.351635,1.364702,0.000000,15.093444,0.372131
test.enc.prompt.txt::01303,...and his church,0.0,content_diversity,congregation got together regardless of the rules,refused to comply with the governor's orders,had a large meeting in spite of the virus situation,angrily said they will stay open no matter what,infected a large amount of people due to their actions,-0.026,0.957,-0.227,-0.610,-0.194,58.300000,1.220755,0.372777,21.732901,0.455069,35.635578,0.672694,0.000000,13.284125,0.250765
test.enc.prompt.txt::01305,Unless we get,1.0,content_diversity,"our revenge, I give up","his notes, it is not possible","the files, we can't succeed","the weather forecast, we can't be sure","our hands on drugs, we can't be profitable",-0.045,0.922,-0.267,-0.657,-0.276,30.691250,1.132732,0.305516,9.376666,0.346068,31.125942,1.638168,0.000000,9.509471,0.500486
test.enc.prompt.txt::01306,"So...you...survived the blast,",1.0,content_diversity,are you ok after that?,that is insane,how does that happen?,wow how did you do that,that is impressive,-0.056,0.930,-0.200,-0.621,-0.385,22.677656,1.243134,0.327159,7.419207,0.406703,36.425956,1.606911,0.000000,11.917092,0.525716
test.enc.prompt.txt::01309,"Hi, honey! Feeling",1.0,content_diversity,frisky?,hungry?,like going out?,happy today?,like doing the taxes today?,-0.011,0.967,-0.391,-0.710,-0.239,1.642500,0.823771,0.189506,0.311264,0.156110,48.499239,2.577717,0.000000,9.190899,0.488493
test.enc.prompt.txt::01309,"Hi, honey! Feeling",0.0,content_diversity,like going to do something?,like going on a date?,like getting out and having fun?,letting me take you out?,stepping out with me?,-0.024,0.958,-0.262,-0.806,-0.390,20.926875,0.715920,0.268796,5.625055,0.192436,28.478317,1.375754,0.000000,7.654850,0.369797
test.enc.prompt.txt::01310,We have to,1.0,content_diversity,think logically,go soon,believe in each other,be more clear next time,call again,0.000,1.000,-0.137,-0.693,-0.278,22.591875,1.450289,0.196122,4.430754,0.284433,28.529196,2.842916,0.000000,5.595191,0.557557
test.enc.prompt.txt::01311,Get the presents,1.0,content_diversity,for our family,and pack them,"into car, we'll deliver them",for my orphans,and put them on the table,-0.025,0.960,-0.194,-0.680,-0.227,37.894844,2.049289,0.239941,9.092525,0.491708,52.313024,2.659787,0.000000,12.552037,0.638192
test.enc.prompt.txt::01311,Get the presents,0.0,content_diversity,for our relatives,for the kids,for my parents,for my grandparents,our siblings,-0.065,0.506,-0.521,-0.748,-0.426,22.078906,1.280803,0.225734,4.983969,0.289121,29.902525,2.878814,0.000000,6.750029,0.649847
test.enc.prompt.txt::01312,"Yes, yes it",0.0,content_diversity,will be sure to put your mind to the test.,is the determining factor of whether you go to the next grade or not!,is an important achievement to accomplish.,is up to you what you do with the knowledge you have acquired.,but I have faith you will perform wonderfully.,-0.042,0.937,-0.190,-0.760,-0.354,17.002813,0.280057,0.396818,6.747016,0.111132,54.401329,1.182990,0.000000,21.587408,0.469431
test.enc.prompt.txt::01313,We stay down,1.0,content_diversity,"we stay alive, it's as simple as that.",south for the first week the north the second.,"at the lakeside, we've been here about a fortnight.","town in the swankiest hotel there is, we deserve it!","where the pollution is the thinnest, its healthier that way,",-0.032,0.961,0.002,-0.634,-0.140,24.226250,0.507480,0.400952,9.713554,0.203475,33.398662,0.700808,0.000000,13.391248,0.280990
test.enc.prompt.txt::01313,We stay down,0.0,content_diversity,"south for a while then head north,",south first and the north.,south for a while then go north.,south for 7 days and then north for another 7.,south to begin with then move north.,-0.124,0.819,-0.384,-0.965,-0.730,13.556875,0.441680,0.445064,6.033671,0.196576,51.685004,1.210763,0.000000,23.003112,0.538867
test.enc.prompt.txt::01315,How long will,0.0,content_diversity,spending time at your mothers be,the doctor appointment last,we spend at the funeral home visitation,you stay over at her house,she sit on my couch today,-0.013,0.979,-0.159,-0.657,-0.297,28.310938,0.750302,0.287591,8.141977,0.215780,54.493746,1.767727,0.000000,15.671923,0.508383
test.enc.prompt.txt::01316,What are you,1.0,content_diversity,thinking about,doing tonight,gonna do about this,having for dinner tonight,calling this now,-0.020,0.760,-0.097,-0.681,-0.312,24.903008,1.377761,0.275937,6.871652,0.380175,42.660512,2.618711,0.000000,11.771597,0.722598
test.enc.prompt.txt::01318,"Stop it, you",0.0,content_diversity,sorry this is off limits,you cant come into here,"you cant go in, sorry",sorry you are not allowed,you cannot come in,-0.051,0.931,-0.339,-0.790,-0.690,67.667813,3.036791,0.178576,12.083865,0.542299,25.605013,1.002394,0.000000,4.572448,0.179004
test.enc.prompt.txt::01320,It means that,1.0,content_diversity,we get to go today,we should rethink everything,you should be more careful,try again,go home,-0.015,0.967,-0.168,-0.672,-0.224,29.916875,1.914118,0.144989,4.337605,0.277525,43.548638,2.411942,0.000000,6.314054,0.349704
test.enc.prompt.txt::01320,It means that,0.0,content_diversity,try harder,make an effirt again,be gentle and try another time,try to do it again,maybe have another go again,-0.032,0.955,-0.253,-0.804,-0.573,37.250000,1.991186,0.155051,5.775632,0.308734,61.685531,2.021850,0.000000,9.564373,0.313489
test.enc.prompt.txt::01322,Are you kidding?!,1.0,content_diversity,I can't believe it!,I had no idea.,She said what?,I have to see it!,What?!,-0.018,0.965,-0.132,-0.650,-0.413,20.027344,1.051136,0.252290,5.052707,0.265192,28.205095,2.933255,0.000000,7.115875,0.740032
test.enc.prompt.txt::01322,Are you kidding?!,0.0,content_diversity,Show me!,Let me see!,Let's have a look.,I want to see it.,I must see this.,-0.009,0.978,-0.299,-0.742,-0.673,18.405938,1.305150,0.199624,3.674260,0.260539,21.121874,1.253395,0.000000,4.216425,0.250207
test.enc.prompt.txt::01323,Go to the,1.0,content_diversity,mall and get me some clothes,store and buy me cigarettes,frank's house,gas station and pick me up,post office and get the package for me,-0.045,0.939,-0.171,-0.632,-0.238,39.104531,2.027133,0.243314,9.514683,0.493230,22.274038,1.982580,0.000000,5.419587,0.482390
test.enc.prompt.txt::01324,Or pee in,1.0,content_diversity,the glass,the field,the sea,a restaurant toilet,"there, behind that bush",-0.030,0.769,-0.065,-0.596,-0.156,6.008438,1.478120,0.165639,0.995229,0.244834,53.201882,0.688294,0.000000,8.812283,0.114008
test.enc.prompt.txt::01326,And if we,0.0,content_diversity,Take a different route we can save time.,want to save time we can go by the river.,need to get there on time we can take the river route.,"go by the river we will get there faster,",take the river road we will save time.,-0.145,0.804,-0.505,-0.961,-0.648,49.793516,1.109238,0.354396,17.646601,0.393109,45.668958,1.169841,0.000000,16.184876,0.414586
test.enc.prompt.txt::01327,Millions upon millions,1.0,content_diversity,of dollars constantly wasted,and its mine,of money,is great,would be cool,-0.007,0.786,-0.222,-0.574,-0.318,2.937969,1.164283,0.115136,0.338265,0.134051,53.058484,2.475965,0.000000,6.108933,0.285072
