sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion,metric_icl_E_rate_qwen25_completion,metric_icl_C_qwen25_completion,metric_icl_D_qwen25_completion,metric_icl_D_rate_qwen25_completion,metric_icl_E_qwen25_completion_std,metric_icl_E_rate_qwen25_completion_std,metric_icl_C_qwen25_completion_std,metric_icl_D_qwen25_completion_std,metric_icl_D_rate_qwen25_completion_std
test.sa-sb.sa-b::00860,"Abby noticed toys all over her living room. Abby immediately called her toddler to clean up. As she was cleaning up, they began singing the clean up song. Abby decided to help her daughter clean up the toys.",0.0,content_diversity,it was fun for them,they enjoy the day,they like the cleaning up,they thought it was great,they have a bonding experience,-0.043,0.939,-0.276,-0.699,-0.544,8.493359,0.481606,0.504301,4.283212,0.242875,27.378543,0.898767,0.000000,13.807035,0.453250
test.sa-sb.sa-b::00829,Joe tries to impress his friends by smoking. He notices a girl and lights up a cigarette. She walks away because she hates the smell of tobacco. Joe buys nicotine patches to quit smoking.,1.0,content_diversity,he quits smoking,he then ask her out,he was still rejected,the girl was long gone,he still could not quit,-0.038,0.955,-0.194,-0.594,-0.220,11.648047,0.585263,0.468598,5.458246,0.274253,27.595470,1.316864,0.000000,12.931169,0.617079
test.sa-sb.sa-b::00829,Joe tries to impress his friends by smoking. He notices a girl and lights up a cigarette. She walks away because she hates the smell of tobacco. Joe buys nicotine patches to quit smoking.,0.0,content_diversity,he no longer smokes,smoking is not with him anymore,he never touch cigarette again,he is not smoking anymore,smoking and him are two separate things now,-0.041,0.934,-0.337,-0.929,-0.686,12.085781,0.531038,0.526599,6.364360,0.279644,53.849541,1.010108,0.000000,28.357112,0.531922
test.sa-sb.sa-b::00821,"I believed my stuffed animals were real. I laid in bed at night staring at them in case they moved. I knew if I closed my eyes, they would start walking. I lined them up on shelves so I could always see them.",0.0,content_diversity,I had some sleepless night,there are nights I could not sleep,some nights I was awake,I miss sleeps sometimes,there are night I stay wide awake,-0.064,0.911,-0.291,-0.906,-0.605,21.221719,0.829559,0.446243,9.470040,0.370185,29.841115,1.393066,0.000000,13.316384,0.621646
test.sa-sb.sa-b::00872,Rayna wanted new clothes but she didn't have any money to buy more. She then remembered watching a video about up-cycling old clothes. She realized that was a way to get herself some newer looking clothes. She went through her entire clothing attire and started altering them.,1.0,content_diversity,She had a whole new set of clothes,Her friends were mocking her,She had help from her grandma,She really enjoyed doing it,She saved a lot of money,-0.035,0.945,-0.288,-0.681,-0.320,6.694531,0.201638,0.609817,4.082437,0.122962,22.525315,0.592884,0.000000,13.736313,0.361550
test.sa-sb.sa-b::00872,Rayna wanted new clothes but she didn't have any money to buy more. She then remembered watching a video about up-cycling old clothes. She realized that was a way to get herself some newer looking clothes. She went through her entire clothing attire and started altering them.,0.0,content_diversity,She saved quite a lot,She saved money,She managed to save a large amount of money,She saved large sum of money,She managed to put money in savings,-0.115,0.857,-0.586,-0.975,-0.823,16.888984,0.570832,0.532469,8.992866,0.303950,27.610501,0.643211,0.000000,14.701745,0.342490
test.sa-sb.sa-b::00809,Andy was invited to a friend's poker night. He wasn't a very good player. He decided to cheat to win. Andy won but his friends weren't happy.,1.0,content_diversity,They didn't invite him back.,Now they won't return his texts.,Andy apologized and they made up.,Andy decided not to cheat in the future.,Andy watched YouTube videos and got better so he didn't have to cheat.,-0.021,0.957,-0.342,-0.703,-0.214,-12.037500,0.012103,0.603238,-7.261483,0.007301,73.835872,1.062041,0.000000,44.540639,0.640664
test.sa-sb.sa-b::00809,Andy was invited to a friend's poker night. He wasn't a very good player. He decided to cheat to win. Andy won but his friends weren't happy.,0.0,content_diversity,Andy felt bad afterward and swore he'd never cheat again.,Winning by cheating didn't feel very good so he didn't do it again.,"Andy didn't like feeling like a cheat, so he was honest the next time.",Knowing he cheated was embarrassing so he won't cheat when they play in the future.,Andy pledged not to cheat the next poker night.,-0.039,0.934,-0.399,-0.927,-0.557,16.795000,0.074563,0.605077,10.162272,0.045116,45.629179,0.536305,0.000000,27.609177,0.324506
test.sa-sb.sa-b::00873,Miles is feeling hungry one day. He decides to eat some carrots. Miles eats many carrots. Afterwards he drinks some water.,1.0,content_diversity,it was so healthy,he was still hungy,he decide to eat some burger,he went to exercise,he is in top shape,-0.035,0.957,-0.233,-0.609,-0.167,9.234063,0.255628,0.422540,3.901761,0.108013,24.787368,1.119489,0.000000,10.473655,0.473029
test.sa-sb.sa-b::00837,"My wife gets blueberry muffins from the local supermarket. The batter varies from yellow to dark blue in color. Today, the batter was blue, my favorite. My wife was not pleased as yellow is her favorite.",1.0,content_diversity,she makes it anyway,the muffin was still delicious,it was not her best moment,she asked me to make it for her,she decides it was time to deal with the yellow batter,-0.046,0.934,-0.128,-0.633,-0.179,-6.911875,0.201467,0.544175,-3.761268,0.109633,80.780173,0.885455,0.000000,43.958530,0.481842
test.sa-sb.sa-b::00837,"My wife gets blueberry muffins from the local supermarket. The batter varies from yellow to dark blue in color. Today, the batter was blue, my favorite. My wife was not pleased as yellow is her favorite.",0.0,content_diversity,the muffin is still good,they still taste yummy,"no matter the color, muffin taste very nice",the muffin satisfy my sweet tooth,it was very good muffin,-0.050,0.927,-0.326,-0.872,-0.670,24.066406,0.590606,0.507029,12.202377,0.299455,33.078628,0.513285,0.000000,16.771839,0.260250
test.sa-sb.sa-b::00857,The tree lost it's leaves. That winter it became very cold. The branches froze. The tree lost it's branches.,1.0,content_diversity,They had to saw the tree,Tree fell down on earth,One of the branches fell off and hit a young boy,"In the spring, the tree started growing again",It was a shame because tree was really old,-0.026,0.953,-0.159,-0.909,-0.357,-2.686094,-0.054348,0.587030,-1.576818,-0.031904,50.173166,1.374283,0.000000,29.453168,0.806746
test.sa-sb.sa-b::00814,Mike's dog had fleas. The dog lived in the house with Mike. Mike had bite marks on his legs. Mike realized he had gotten bitten by fleas.,0.0,content_diversity,Mike was sad,Mike felt sadness,Mike was really depressed,Mike didn't feel well,Mike had a sad feelings,-0.073,0.923,-0.504,-0.930,-0.832,14.016523,0.765532,0.451414,6.327254,0.345572,31.856951,1.007338,0.000000,14.380672,0.454726
test.sa-sb.sa-b::00826,Jane had a window frame that was not fully attached to the house. To fix it required climbing on the roof. Jane was too afraid to do this herself. Her grown son did it instead.,1.0,content_diversity,she was thankful,it was a job well done,they had dinner after,he was cautious when doing so,the window was fixed,-0.027,0.974,-0.153,-0.631,-0.238,11.779297,0.534502,0.556452,6.554615,0.297425,31.079052,0.781593,0.000000,17.294006,0.434919
test.sa-sb.sa-b::00793,Ann was a teacher at a local school. One day she gave her students a test. She caught a student cheating on the test. She sent the student to the office.,1.0,content_diversity,Student admitted his mistake,Student denied everything,Principal threatened to student with kicking him out,"In the office, student tried to threaten her",Student was sad,-0.023,0.969,-0.191,-0.822,-0.379,24.650469,0.293489,0.563996,13.902766,0.165527,56.780754,0.881520,0.000000,32.024118,0.497174
test.sa-sb.sa-b::00836,"We watched Lassie every day after school. We begged our parents to buy us a dog like that. One day my cousin's dog had a litter of puppies. We pleaded for one, but our parents didn't like dogs.",1.0,content_diversity,we got one anyway,our parents let us have one,we have to do chores to get the dog,we could not get one,our parents said that would be our birth date gifts,-0.038,0.934,-0.215,-0.716,-0.211,3.355313,0.302649,0.492659,1.653024,0.149102,90.867562,1.163196,0.000000,44.766706,0.573059
test.sa-sb.sa-b::00838,Paul wants to have some good footwear for winter. He decides to invest in a pair of heavy duty boots. Paul finds a great pair of boots. They're very warm.,0.0,content_diversity,he really likes them,he likes them a lot,they are one of his favs,they became his favorites,they became the top of things to wear in his list,-0.047,0.924,-0.342,-0.782,-0.483,-0.184687,0.550214,0.524773,-0.096919,0.288738,109.349796,1.804655,0.000000,57.383834,0.947034
test.sa-sb.sa-b::00813,One of the enemies was captured. He was tortured. He gave up some information. The information was put to good use.,1.0,content_diversity,he was then killed,he was then put into prison,the war ended,it was gruesome,that was part of war,-0.059,0.900,-0.273,-0.689,-0.218,4.914766,0.391701,0.471009,2.314897,0.184495,40.683932,2.114751,0.000000,19.162487,0.996066
test.sa-sb.sa-b::00802,Jenny didn't know what to watch. She kept scrolling through every option. Nothing caught her attention. Eventually she realized how late it was.,0.0,content_diversity,she decides to sleep,she went to her bed,she lay on the bed,she fell asleep,she choose the bed instead,-0.072,0.916,-0.366,-0.926,-0.595,-4.073281,0.031772,0.576509,-2.348283,0.018317,48.448505,1.479637,0.000000,27.930991,0.853024
test.sa-sb.sa-b::00876,"I always look forward to the weekends. On Friday, we took off from work a little early. We bought some beer and champagne. We relaxed and had a few drinks together.",0.0,content_diversity,we also cook,we decided to use the kitchen,we prepare some meals,we use our cooking skills,we make some dishes,-0.056,0.945,-0.376,-0.941,-0.672,20.028125,0.785602,0.441718,8.846776,0.347014,26.114072,1.156014,0.000000,11.535046,0.510632
test.sa-sb.sa-b::00845,Derek loved playing football. He was the quarterback and was pretty good. He only had one game left in his career. He wanted it to be a good one.,1.0,content_diversity,"Unfortunately, he broke his leg after being tackled.",He made the winning goal.,Derek kicked the winning goal in the final moments in the game.,Derek was the MVP during this game.,Derek was hurt early on and had to be benched.,-0.040,0.920,-0.399,-0.778,-0.386,11.749688,0.267685,0.580101,6.816010,0.155284,38.302444,0.882196,0.000000,22.219299,0.511763
test.sa-sb.sa-b::00845,Derek loved playing football. He was the quarterback and was pretty good. He only had one game left in his career. He wanted it to be a good one.,0.0,content_diversity,"The opposing team tackled him, breaking his leg.",His leg was broken after a tackle.,Derek had his leg broken during a particularly rough tackle.,An aggressive tackle broke his leg.,Derek broke his leg.,-0.103,0.891,-0.595,-0.976,-0.795,24.496172,0.301344,0.569564,13.952148,0.171635,30.297477,0.644384,0.000000,17.256364,0.367018
test.sa-sb.sa-b::00878,Jason worked very hard for his family. His wife didn't think he did enough. She told him that he needed to leave. Jason got very sad and depressed.,0.0,content_diversity,Jason turned to drugs and alcohol to deal with the loss of his family.,Jason became chemically dependent while trying to treat his depression.,Alcohol helped with Jason's feeling of despair.,Jason fell into alcoholism.,Jason tried coping with alcohol.,-0.033,0.950,-0.481,-0.923,-0.598,9.376875,0.131031,0.568290,5.328785,0.074464,40.716434,0.830630,0.000000,23.138745,0.472039
test.sa-sb.sa-b::00801,Nate's girlfriend was high maintenance. He tried buying generic cereal. It made her very upset. She only ate name brand cereal.,1.0,content_diversity,she broke up with him,he broke up with her,they split,she decides she would buy her own cereal,she gave him a scolding,-0.051,0.903,-0.289,-0.692,-0.307,-0.663867,0.172303,0.592371,-0.393256,0.102068,68.027502,1.644406,0.000000,40.297530,0.974099
test.sa-sb.sa-b::00801,Nate's girlfriend was high maintenance. He tried buying generic cereal. It made her very upset. She only ate name brand cereal.,0.0,content_diversity,she gave him a lecture,she give him a talk,she scolded him,she complain to him,she complain to his ears,-0.113,0.857,-0.453,-0.849,-0.457,13.782344,0.842991,0.463639,6.390036,0.390844,25.242832,0.900885,0.000000,11.703569,0.417686
test.sa-sb.sa-b::00859,Sam is playing with her friends in her room. They decide to play hide and seek. Sam goes and runs to hide. While running she trips and falls down the stairs.,1.0,content_diversity,She broke her collar bone and had to be rushed to the hospital.,Her friends all ran over and gasped in horror as they saw her contorted body at the bottom of the stairs.,"Luckily, she was not badly hurt because she landed on her feet!","She stood up, brushed herself off, and ran back up the stairs to continue the game.","Just as she was falling, her father happened to come out of the kitchen, ran up the stairs and grabbed her before she hit the bottom.",-0.061,0.915,-0.264,-0.754,-0.314,2.353750,0.209172,0.668530,1.573552,0.139838,86.877677,0.467285,0.000000,58.080319,0.312394
test.sa-sb.sa-b::00859,Sam is playing with her friends in her room. They decide to play hide and seek. Sam goes and runs to hide. While running she trips and falls down the stairs.,0.0,content_diversity,"She sprained her ankle, but luckily nothing was broken.",She fractured her leg in three different places and was in so much pain.,"Her friends were all concerned that she broke something, and they were right.",She started wailing from the searing pain running through her broken bone.,She broke her foot and had to wear a cast for an entire month.,-0.030,0.955,-0.317,-0.838,-0.424,26.065312,0.298687,0.599847,15.635191,0.179166,62.703572,0.637681,0.000000,37.612528,0.382511
test.sa-sb.sa-b::00874,Caleb dressed as Batman for halloween. He ordered a costume that looked really cool. The chest part was extra huge on him. It made it difficult for him to move around.,1.0,content_diversity,he has to struggle,he still like the look though,he looks like a meat head,this was not the best custom he has,he was still happy to be batman for haloween,-0.054,0.932,-0.085,-0.592,-0.227,-0.614375,0.293666,0.462917,-0.284405,0.135943,56.404956,0.444540,0.000000,26.110838,0.205785
test.sa-sb.sa-b::00874,Caleb dressed as Batman for halloween. He ordered a costume that looked really cool. The chest part was extra huge on him. It made it difficult for him to move around.,0.0,content_diversity,he has to tried hard,he has to deal with the difficulties,this make thing difficult for him,it was not easy,he has to cope,-0.084,0.891,-0.336,-0.737,-0.689,20.683125,0.757815,0.452882,9.367022,0.343201,27.151592,1.012528,0.000000,12.296477,0.458556
test.sa-sb.sa-b::00819,My violin teacher makes me play scales. I think scales are boring. She tells me that they help me improve my technique. I am spending more time playing scales to make her happy.,0.0,content_diversity,I did not need to,it was better I did not,I should have done what I wanted,doing that was not needed,doing so was unnecessary,-0.061,0.903,-0.206,-0.780,-0.473,26.490781,1.030197,0.458943,12.157764,0.472802,22.596468,0.562822,0.000000,10.370495,0.258303
test.sa-sb.sa-b::00858,"Barry always encouraged his daughter to do what she wanted. Recently, Barry's daughter told him she wanted to be a mechanic. Barry was shocked, but he decided to support his daughter. Barry's daughter is now a successful car mechanic for Toyota.",1.0,content_diversity,Barry is proud and brags about her all the time.,She is a great role model for other women who want to be mechanics.,"It's sometimes hard to be a woman mechanic, but she loves it anyway.","The guys she works with are great and supportive, too.",The guys she works with are jerks and that is annoying.,-0.068,0.884,-0.289,-0.738,-0.412,24.354062,0.374405,0.534864,13.026106,0.200256,35.040059,0.762423,0.000000,18.741659,0.407792
test.sa-sb.sa-b::00844,"Tim was walking into the office. He noticed someone was behind him. He decided to hold the door open for them. They were too far away, though.",0.0,content_diversity,Tim was embarrassed that he was standing there like a fool.,Tim tried to pretend he didn't feel dumb holding the door.,He wished he hadn't held the door as he felt foolish.,Tim remembered that trying to hold the door often made him feel awkward.,Tim was resigned to looking a little silly.,-0.052,0.925,-0.388,-0.893,-0.554,17.880312,0.197982,0.562873,10.064337,0.111439,31.886996,0.715883,0.000000,17.948314,0.402951
test.sa-sb.sa-b::00805,Sam is having a sleepover. Her friends are telling ghost stories. Sam hears a noise and screams. Her friends all laugh at her.,1.0,content_diversity,she was sad,she decides to scare her friends when they fell asleep,she decides to return the favor after,she laughs with them,"that night, she scares them one by one",-0.051,0.926,-0.201,-0.706,-0.300,9.378594,0.110394,0.491637,4.610863,0.054274,45.772515,2.478092,0.000000,22.503460,1.218322
test.sa-sb.sa-b::00825,It any business you have to keep track of your resources. I was helping a friend inventory his business. He could name every part number in his inventory from memory. I asked him to give me a list of his employees.,1.0,content_diversity,He had a hard time recollecting.,He new every name and their birthdays.,He could not name them without looking at his files.,He named them all off the top of his head.,He could not remember the names of his employees.,-0.053,0.920,-0.315,-0.762,-0.246,12.720938,0.265934,0.638219,8.118744,0.169724,56.052695,1.718817,0.000000,35.773894,1.096982
test.sa-sb.sa-b::00794,"My cat woke me up this morning. She jumped on my bed and started meowing in my face. I did not want to get up, but she wouldn't go away. Finally, I pulled off the covers and followed her to her food bowl.",0.0,content_diversity,The cat fooled me. She still had food from last night.,The cat didn't even need more food!,"I should learn not to fall for that, she always has food available.",I was mad to see that she didn't even need food.,"She still had some food, but I topped off the bowl.",-0.047,0.917,-0.302,-0.873,-0.373,30.457188,0.540107,0.480304,14.628710,0.259416,48.829348,0.315116,0.000000,23.452933,0.151352
test.sa-sb.sa-b::00795,"Renny had a favorite cup he used every day. One day she told her son to put it in the sink for her. Her son grabbed the cup and walked towards the sink. On his way there, he tripped on a toy that was left on the ground.",1.0,content_diversity,he fell,the cup broke,he was able to save the cup,he was in pain,he broke his arm,-0.061,0.903,-0.355,-0.731,-0.327,7.565859,0.261650,0.659374,4.988728,0.172525,28.357103,1.285478,0.000000,18.697926,0.847610
test.sa-sb.sa-b::00828,The man stole a watch from his friend. He wore the watch out on the town. His friend recognized the watch. He asked to have it back.,1.0,content_diversity,the man gives it back,the man refuse to give it back,the police arrest the thief who refuse to return the watch,he was caught red handed,they got into a fight,-0.040,0.924,-0.290,-0.662,-0.147,18.869922,0.317061,0.637741,12.034113,0.202203,47.227478,0.605995,0.000000,30.118875,0.386468
test.sa-sb.sa-b::00864,Karl went to an Indian restaurant. It was his first time eating such food. He tried a few different things. Everything tasted good to him.,0.0,content_diversity,Karl learned to cook Indian food himself.,Karl studied Indian cooking and cooked at home.,Karl signed up for a class that taught methods of Indian cooking.,Karl and a friend took an Indian cooking class together.,Karl liked it so much that he studied Indian cooking techniques.,-0.083,0.909,-0.506,-0.978,-0.768,15.754062,0.291558,0.614331,9.678215,0.179113,37.404428,0.321717,0.000000,22.978713,0.197641
test.sa-sb.sa-b::00889,Liz was out on a date. She was nervous at dinner. She only got a small amount of food. Even that she cold barely eat.,0.0,content_diversity,she was so hungry,she was starving,"afterward, her hunger pain her",her stomach is growling,she feel the pain of starvation,-0.039,0.934,-0.300,-0.901,-0.702,7.453828,0.372833,0.550047,4.099956,0.205076,57.635059,1.495926,0.000000,31.701995,0.822830
test.sa-sb.sa-b::00830,Ben was a struggling actor. He went to several auditions. He finally got a call back on one of them. Ben got the part.,1.0,content_diversity,He called all his friends to tell them.,He was so happy he cried.,He realized he didn't really like acting very much so he quit.,His family was so proud they threw him a party.,His friend was jealous and they drifted apart.,-0.033,0.949,-0.280,-0.707,-0.263,4.183594,0.026687,0.627566,2.625482,0.016748,47.173766,0.648051,0.000000,29.604658,0.406695
test.sa-sb.sa-b::00830,Ben was a struggling actor. He went to several auditions. He finally got a call back on one of them. Ben got the part.,0.0,content_diversity,He went home and told everyone he knew.,He was so excited that he called a ton of people to tell them.,He had to let everyone know asap.,Ben was super excited to share the news.,Ben had a great evening letting everyone know.,-0.040,0.937,-0.385,-0.799,-0.571,9.742500,0.324729,0.545049,5.310144,0.176993,36.485594,0.760353,0.000000,19.886452,0.414430
test.sa-sb.sa-b::00840,I was walking down by the tracks the other day. There were a lot of pretty trees down by the tracks. I saw a few trains roll by. I had a great time outdoors that day.,0.0,content_diversity,I want to walk around this area again.,"I will walk by the tracks this weekend, when the weather is nice.","The walk was so pleasant, I decided to do it again soon.",I am going to walk this path tomorrow.,This walk will become one of my new favorites.,-0.051,0.940,-0.392,-0.925,-0.559,29.592812,0.582203,0.566570,16.766389,0.329859,24.748347,0.342166,0.000000,14.021662,0.193861
test.sa-sb.sa-b::00850,"Gabe was sitting in his school cafeteria eating his lunch. Suddenly, a female student sat his table. She began to talk to him. Gabe was surprised that someone wanted to talk to him.",0.0,content_diversity,she was pretty,she was good looking,he thinks she is very beautiful,he finds her look mesmerizing,he was drawn to her,-0.053,0.928,-0.358,-0.711,-0.695,19.031641,0.612216,0.548327,10.435563,0.335694,38.118292,0.938287,0.000000,20.901290,0.514488
test.sa-sb.sa-b::00854,Larry was at the store. He was looking at glassware for his wife. He accidentally bumped into a display of jars. They all fell over and shattered.,1.0,content_diversity,he had to pay for the damages,he was also hurt,he was distraught,he apologize to the store owner,the store owner was not happy with the outcome,-0.077,0.889,-0.300,-0.682,-0.368,0.693594,0.356386,0.604583,0.419335,0.215465,26.385789,1.464453,0.000000,15.952405,0.885384
test.sa-sb.sa-b::00854,Larry was at the store. He was looking at glassware for his wife. He accidentally bumped into a display of jars. They all fell over and shattered.,0.0,content_diversity,he was cut,he got cut,he got damages all over his body,glass shards inflict wound on him,he was badly wounded,-0.061,0.926,-0.346,-0.739,-0.412,23.375859,1.033339,0.385324,9.007281,0.398170,62.078094,0.995920,0.000000,23.920183,0.383752
test.sa-sb.sa-b::00792,My daughter and I started a new book last night. It was the first of a new series out. We enjoy reading together at night. We have read a lot of different books together.,1.0,content_diversity,We looked forward to the rest of the series.,This series would be discontinued.,The book was a fun way for us to connect.,I performed the characters using different voices to entertain her.,This would become her favorite book.,-0.025,0.955,-0.301,-0.699,-0.233,21.310312,0.442990,0.541619,11.542074,0.239932,62.771430,0.606833,0.000000,33.998210,0.328672
test.sa-sb.sa-b::00792,My daughter and I started a new book last night. It was the first of a new series out. We enjoy reading together at night. We have read a lot of different books together.,0.0,content_diversity,"The future of this series was bleak, it would be discontinued.",The book was the first and last of the series.,The book series was discontinued soon after.,We did not know that the series would be discontinued in the future.,The book series would not last long.,-0.103,0.856,-0.407,-0.915,-0.508,31.326875,0.566096,0.525857,16.473468,0.297686,55.240316,0.684587,0.000000,29.048528,0.359995
test.sa-sb.sa-b::00799,I was walking with my foreign language exchange partner. We exchanged a few words. She made a small grammar mistake in her speech. I politely corrected her.,1.0,content_diversity,she said thank you,we continue practicing,she decided we should get ice cream,we had lots of fun,she teach me some foreign language too,-0.023,0.969,-0.172,-0.646,-0.164,3.863594,0.284095,0.540065,2.086590,0.153430,55.687658,0.700442,0.000000,30.074936,0.378284
test.sa-sb.sa-b::00843,Ginger took her son to the park one day. When they got there they found a dog. They have been wanting a dog so finding the dog made them happy. But when they started petting the dog they noticed something alarming.,1.0,content_diversity,the dog was missing a leg,the dog was hurt,the dog was a new breed,the dog has a tag,the dog can not see,-0.182,0.826,-0.443,-0.817,-0.415,4.427969,0.207561,0.533745,2.363407,0.110785,26.477643,1.532587,0.000000,14.132312,0.818011
test.sa-sb.sa-b::00877,The man ate some bread. The bread tasted weird. He looked at the bread. It was visibly moldy.,1.0,content_diversity,He kept eating despite this.,He threw the bread in the trash.,He donated it to a local charity organization.,He stopped eating the bread.,He contacted the store about the bread about a refund as it was a recent purchase.,-0.064,0.916,-0.370,-0.765,-0.209,-28.170313,-0.255952,0.621577,-17.510014,-0.159094,153.112883,1.456223,0.000000,95.171421,0.905155
test.sa-sb.sa-b::00808,"For Haun, snacks are important for watching movies. He gets the same snacks every time he's at the cinema. Haun orders lemonade, popcorn, and gummy bears. Today he also got a hot dog.",1.0,content_diversity,they were delicious,he stuffed himself in the movie,"after eating, he fell asleep in the movie","the movie was boring, but the food was good",he spill his food,-0.051,0.899,-0.250,-0.744,-0.265,18.742031,0.191165,0.452813,8.486629,0.086562,40.041046,2.737992,0.000000,18.131092,1.239797
