sample_id,sidecar_key,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen3_30b_a3b,metric_icl_E_rate_qwen3_30b_a3b,metric_icl_C_qwen3_30b_a3b,metric_icl_D_qwen3_30b_a3b,metric_icl_D_rate_qwen3_30b_a3b,metric_icl_E_qwen3_30b_a3b_std,metric_icl_E_rate_qwen3_30b_a3b_std,metric_icl_C_qwen3_30b_a3b_std,metric_icl_D_qwen3_30b_a3b_std,metric_icl_D_rate_qwen3_30b_a3b_std
test.sa-sb.sa-b::00806,test.sa-sb.sa-b::00806,Tim was bowling with friends. He kept getting strikes. After a while he was getting close to a perfect game. A crowd gathered around.,0.0,content_diversity,"Tim became so anxious with the crowd watching him, he failed to get a perfect score.",Tim did not manage to get a perfect score.,Tim lost the game due to the pressure of having an audience.,Tim choked and lost.,Tim cracked under pressure.,-0.067,0.879,-0.408,-0.894,-0.603,20.685214,0.342343,0.536657,11.100858,0.183721,54.482623,0.897289,0.000000,29.238464,0.481536
test.sa-sb.sa-b::00860,test.sa-sb.sa-b::00860,"Abby noticed toys all over her living room. Abby immediately called her toddler to clean up. As she was cleaning up, they began singing the clean up song. Abby decided to help her daughter clean up the toys.",0.0,content_diversity,it was fun for them,they enjoy the day,they like the cleaning up,they thought it was great,they have a bonding experience,-0.043,0.939,-0.276,-0.699,-0.544,25.774044,1.200104,0.336261,8.666797,0.403548,15.466865,0.642160,0.000000,5.200898,0.215933
test.sa-sb.sa-b::00829,test.sa-sb.sa-b::00829__row12,Joe tries to impress his friends by smoking. He notices a girl and lights up a cigarette. She walks away because she hates the smell of tobacco. Joe buys nicotine patches to quit smoking.,1.0,content_diversity,he quits smoking,he then ask her out,he was still rejected,the girl was long gone,he still could not quit,-0.038,0.955,-0.194,-0.594,-0.220,22.311267,1.112330,0.312155,6.964579,0.347219,26.538084,1.076695,0.000000,8.284002,0.336096
test.sa-sb.sa-b::00829,test.sa-sb.sa-b::00829__row13,Joe tries to impress his friends by smoking. He notices a girl and lights up a cigarette. She walks away because she hates the smell of tobacco. Joe buys nicotine patches to quit smoking.,0.0,content_diversity,he no longer smokes,smoking is not with him anymore,he never touch cigarette again,he is not smoking anymore,smoking and him are two separate things now,-0.041,0.934,-0.337,-0.929,-0.686,34.123016,1.257992,0.403072,13.754046,0.507062,43.078440,0.738228,0.000000,17.363730,0.297559
test.sa-sb.sa-b::00821,test.sa-sb.sa-b::00821,"I believed my stuffed animals were real. I laid in bed at night staring at them in case they moved. I knew if I closed my eyes, they would start walking. I lined them up on shelves so I could always see them.",0.0,content_diversity,I had some sleepless night,there are nights I could not sleep,some nights I was awake,I miss sleeps sometimes,there are night I stay wide awake,-0.064,0.911,-0.291,-0.906,-0.605,45.252880,1.746506,0.330629,14.961905,0.577445,35.554733,1.733545,0.000000,11.755418,0.573160
test.sa-sb.sa-b::00872,test.sa-sb.sa-b::00872__row15,Rayna wanted new clothes but she didn't have any money to buy more. She then remembered watching a video about up-cycling old clothes. She realized that was a way to get herself some newer looking clothes. She went through her entire clothing attire and started altering them.,1.0,content_diversity,She had a whole new set of clothes,Her friends were mocking her,She had help from her grandma,She really enjoyed doing it,She saved a lot of money,-0.035,0.945,-0.288,-0.681,-0.320,10.488836,0.363674,0.593570,6.225855,0.215866,29.199835,0.839148,0.000000,17.332138,0.498093
test.sa-sb.sa-b::00872,test.sa-sb.sa-b::00872__row16,Rayna wanted new clothes but she didn't have any money to buy more. She then remembered watching a video about up-cycling old clothes. She realized that was a way to get herself some newer looking clothes. She went through her entire clothing attire and started altering them.,0.0,content_diversity,She saved quite a lot,She saved money,She managed to save a large amount of money,She saved large sum of money,She managed to put money in savings,-0.115,0.857,-0.586,-0.975,-0.823,15.994312,0.584525,0.506185,8.096087,0.295878,32.755796,0.704343,0.000000,16.580505,0.356528
test.sa-sb.sa-b::00809,test.sa-sb.sa-b::00809__row17,Andy was invited to a friend's poker night. He wasn't a very good player. He decided to cheat to win. Andy won but his friends weren't happy.,1.0,content_diversity,They didn't invite him back.,Now they won't return his texts.,Andy apologized and they made up.,Andy decided not to cheat in the future.,Andy watched YouTube videos and got better so he didn't have to cheat.,-0.021,0.957,-0.342,-0.703,-0.214,-5.521633,0.100441,0.600004,-3.313000,0.060265,65.948440,1.492698,0.000000,39.569301,0.895624
test.sa-sb.sa-b::00809,test.sa-sb.sa-b::00809__row18,Andy was invited to a friend's poker night. He wasn't a very good player. He decided to cheat to win. Andy won but his friends weren't happy.,0.0,content_diversity,Andy felt bad afterward and swore he'd never cheat again.,Winning by cheating didn't feel very good so he didn't do it again.,"Andy didn't like feeling like a cheat, so he was honest the next time.",Knowing he cheated was embarrassing so he won't cheat when they play in the future.,Andy pledged not to cheat the next poker night.,-0.039,0.934,-0.399,-0.927,-0.557,10.451153,-0.016400,0.597781,6.247504,-0.009804,56.618689,0.650914,0.000000,33.845591,0.389104
test.sa-sb.sa-b::00873,test.sa-sb.sa-b::00873,Miles is feeling hungry one day. He decides to eat some carrots. Miles eats many carrots. Afterwards he drinks some water.,1.0,content_diversity,it was so healthy,he was still hungy,he decide to eat some burger,he went to exercise,he is in top shape,-0.035,0.957,-0.233,-0.609,-0.167,22.865946,0.953068,0.260413,5.954598,0.248192,18.561093,1.082209,0.000000,4.833557,0.281822
test.sa-sb.sa-b::00837,test.sa-sb.sa-b::00837__row20,"My wife gets blueberry muffins from the local supermarket. The batter varies from yellow to dark blue in color. Today, the batter was blue, my favorite. My wife was not pleased as yellow is her favorite.",1.0,content_diversity,she makes it anyway,the muffin was still delicious,it was not her best moment,she asked me to make it for her,she decides it was time to deal with the yellow batter,-0.046,0.934,-0.128,-0.633,-0.179,15.297334,0.927632,0.379489,5.805172,0.352026,64.367176,0.871431,0.000000,24.426645,0.330699
test.sa-sb.sa-b::00837,test.sa-sb.sa-b::00837__row21,"My wife gets blueberry muffins from the local supermarket. The batter varies from yellow to dark blue in color. Today, the batter was blue, my favorite. My wife was not pleased as yellow is her favorite.",0.0,content_diversity,the muffin is still good,they still taste yummy,"no matter the color, muffin taste very nice",the muffin satisfy my sweet tooth,it was very good muffin,-0.050,0.927,-0.326,-0.872,-0.670,42.716501,1.250107,0.334462,14.287058,0.418114,37.335593,0.670400,0.000000,12.487347,0.224224
test.sa-sb.sa-b::00857,test.sa-sb.sa-b::00857,The tree lost it's leaves. That winter it became very cold. The branches froze. The tree lost it's branches.,1.0,content_diversity,They had to saw the tree,Tree fell down on earth,One of the branches fell off and hit a young boy,"In the spring, the tree started growing again",It was a shame because tree was really old,-0.026,0.953,-0.159,-0.909,-0.357,1.856234,0.040695,0.518814,0.963040,0.021113,42.114878,1.501079,0.000000,21.849772,0.778780
test.sa-sb.sa-b::00814,test.sa-sb.sa-b::00814,Mike's dog had fleas. The dog lived in the house with Mike. Mike had bite marks on his legs. Mike realized he had gotten bitten by fleas.,0.0,content_diversity,Mike was sad,Mike felt sadness,Mike was really depressed,Mike didn't feel well,Mike had a sad feelings,-0.073,0.923,-0.504,-0.930,-0.832,20.172168,1.053758,0.430671,8.687564,0.453823,31.258186,0.918712,0.000000,13.461988,0.395663
test.sa-sb.sa-b::00826,test.sa-sb.sa-b::00826,Jane had a window frame that was not fully attached to the house. To fix it required climbing on the roof. Jane was too afraid to do this herself. Her grown son did it instead.,1.0,content_diversity,she was thankful,it was a job well done,they had dinner after,he was cautious when doing so,the window was fixed,-0.027,0.974,-0.153,-0.631,-0.238,26.633427,1.211503,0.393150,10.470920,0.476302,37.563905,1.026477,0.000000,14.768232,0.403559
test.sa-sb.sa-b::00793,test.sa-sb.sa-b::00793,Ann was a teacher at a local school. One day she gave her students a test. She caught a student cheating on the test. She sent the student to the office.,1.0,content_diversity,Student admitted his mistake,Student denied everything,Principal threatened to student with kicking him out,"In the office, student tried to threaten her",Student was sad,-0.023,0.969,-0.191,-0.822,-0.379,31.160962,0.612817,0.421624,13.138198,0.258378,68.199358,0.924235,0.000000,28.754461,0.389679
test.sa-sb.sa-b::00836,test.sa-sb.sa-b::00836,"We watched Lassie every day after school. We begged our parents to buy us a dog like that. One day my cousin's dog had a litter of puppies. We pleaded for one, but our parents didn't like dogs.",1.0,content_diversity,we got one anyway,our parents let us have one,we have to do chores to get the dog,we could not get one,our parents said that would be our birth date gifts,-0.038,0.934,-0.215,-0.716,-0.211,5.829427,0.593117,0.415949,2.424743,0.246706,97.317046,1.191772,0.000000,40.478910,0.495716
test.sa-sb.sa-b::00838,test.sa-sb.sa-b::00838,Paul wants to have some good footwear for winter. He decides to invest in a pair of heavy duty boots. Paul finds a great pair of boots. They're very warm.,0.0,content_diversity,he really likes them,he likes them a lot,they are one of his favs,they became his favorites,they became the top of things to wear in his list,-0.047,0.924,-0.342,-0.782,-0.483,16.344883,1.213799,0.367106,6.000306,0.445593,104.360336,1.664482,0.000000,38.311315,0.611041
test.sa-sb.sa-b::00813,test.sa-sb.sa-b::00813,One of the enemies was captured. He was tortured. He gave up some information. The information was put to good use.,1.0,content_diversity,he was then killed,he was then put into prison,the war ended,it was gruesome,that was part of war,-0.059,0.900,-0.273,-0.689,-0.218,15.544781,1.079802,0.332280,5.165221,0.358797,37.737441,2.111520,0.000000,12.539399,0.701616
test.sa-sb.sa-b::00802,test.sa-sb.sa-b::00802,Jenny didn't know what to watch. She kept scrolling through every option. Nothing caught her attention. Eventually she realized how late it was.,0.0,content_diversity,she decides to sleep,she went to her bed,she lay on the bed,she fell asleep,she choose the bed instead,-0.072,0.916,-0.366,-0.926,-0.595,18.197842,1.145156,0.360002,6.551252,0.412258,37.280646,0.987492,0.000000,13.421092,0.355499
test.sa-sb.sa-b::00876,test.sa-sb.sa-b::00876,"I always look forward to the weekends. On Friday, we took off from work a little early. We bought some beer and champagne. We relaxed and had a few drinks together.",0.0,content_diversity,we also cook,we decided to use the kitchen,we prepare some meals,we use our cooking skills,we make some dishes,-0.056,0.945,-0.376,-0.941,-0.672,35.467575,1.537958,0.292270,10.366119,0.449499,23.047742,1.216787,0.000000,6.736171,0.355631
test.sa-sb.sa-b::00845,test.sa-sb.sa-b::00845__row31,Derek loved playing football. He was the quarterback and was pretty good. He only had one game left in his career. He wanted it to be a good one.,1.0,content_diversity,"Unfortunately, he broke his leg after being tackled.",He made the winning goal.,Derek kicked the winning goal in the final moments in the game.,Derek was the MVP during this game.,Derek was hurt early on and had to be benched.,-0.040,0.920,-0.399,-0.778,-0.386,-2.695189,-0.086511,0.563464,-1.518642,-0.048746,25.863003,0.656280,0.000000,14.572874,0.369791
test.sa-sb.sa-b::00845,test.sa-sb.sa-b::00845__row32,Derek loved playing football. He was the quarterback and was pretty good. He only had one game left in his career. He wanted it to be a good one.,0.0,content_diversity,"The opposing team tackled him, breaking his leg.",His leg was broken after a tackle.,Derek had his leg broken during a particularly rough tackle.,An aggressive tackle broke his leg.,Derek broke his leg.,-0.103,0.891,-0.595,-0.976,-0.795,18.763493,0.179874,0.517708,9.714007,0.093122,28.706848,0.578135,0.000000,14.861760,0.299305
test.sa-sb.sa-b::00878,test.sa-sb.sa-b::00878,Jason worked very hard for his family. His wife didn't think he did enough. She told him that he needed to leave. Jason got very sad and depressed.,0.0,content_diversity,Jason turned to drugs and alcohol to deal with the loss of his family.,Jason became chemically dependent while trying to treat his depression.,Alcohol helped with Jason's feeling of despair.,Jason fell into alcoholism.,Jason tried coping with alcohol.,-0.033,0.950,-0.481,-0.923,-0.598,11.613697,0.192825,0.554453,6.439248,0.106912,51.143269,0.677647,0.000000,28.356535,0.375723
test.sa-sb.sa-b::00801,test.sa-sb.sa-b::00801__row34,Nate's girlfriend was high maintenance. He tried buying generic cereal. It made her very upset. She only ate name brand cereal.,1.0,content_diversity,she broke up with him,he broke up with her,they split,she decides she would buy her own cereal,she gave him a scolding,-0.051,0.903,-0.289,-0.692,-0.307,19.474279,1.194548,0.321404,6.259114,0.383933,60.631671,1.708311,0.000000,19.487271,0.549058
test.sa-sb.sa-b::00801,test.sa-sb.sa-b::00801__row35,Nate's girlfriend was high maintenance. He tried buying generic cereal. It made her very upset. She only ate name brand cereal.,0.0,content_diversity,she gave him a lecture,she give him a talk,she scolded him,she complain to him,she complain to his ears,-0.113,0.857,-0.453,-0.849,-0.457,33.380702,1.858706,0.260261,8.687691,0.483749,25.915224,0.963157,0.000000,6.744719,0.250672
test.sa-sb.sa-b::00859,test.sa-sb.sa-b::00859__row36,Sam is playing with her friends in her room. They decide to play hide and seek. Sam goes and runs to hide. While running she trips and falls down the stairs.,1.0,content_diversity,She broke her collar bone and had to be rushed to the hospital.,Her friends all ran over and gasped in horror as they saw her contorted body at the bottom of the stairs.,"Luckily, she was not badly hurt because she landed on her feet!","She stood up, brushed herself off, and ran back up the stairs to continue the game.","Just as she was falling, her father happened to come out of the kitchen, ran up the stairs and grabbed her before she hit the bottom.",-0.061,0.915,-0.264,-0.754,-0.314,1.510033,0.211907,0.653273,0.986464,0.138433,103.062900,0.506811,0.000000,67.328226,0.331086
test.sa-sb.sa-b::00859,test.sa-sb.sa-b::00859__row37,Sam is playing with her friends in her room. They decide to play hide and seek. Sam goes and runs to hide. While running she trips and falls down the stairs.,0.0,content_diversity,"She sprained her ankle, but luckily nothing was broken.",She fractured her leg in three different places and was in so much pain.,"Her friends were all concerned that she broke something, and they were right.",She started wailing from the searing pain running through her broken bone.,She broke her foot and had to wear a cast for an entire month.,-0.030,0.955,-0.317,-0.838,-0.424,29.126925,0.345512,0.598024,17.418608,0.206625,61.168345,0.606268,0.000000,36.580154,0.362563
test.sa-sb.sa-b::00874,test.sa-sb.sa-b::00874__row38,Caleb dressed as Batman for halloween. He ordered a costume that looked really cool. The chest part was extra huge on him. It made it difficult for him to move around.,1.0,content_diversity,he has to struggle,he still like the look though,he looks like a meat head,this was not the best custom he has,he was still happy to be batman for haloween,-0.054,0.932,-0.085,-0.592,-0.227,12.543189,0.718403,0.352833,4.425656,0.253476,50.590795,0.633323,0.000000,17.850122,0.223457
test.sa-sb.sa-b::00874,test.sa-sb.sa-b::00874__row39,Caleb dressed as Batman for halloween. He ordered a costume that looked really cool. The chest part was extra huge on him. It made it difficult for him to move around.,0.0,content_diversity,he has to tried hard,he has to deal with the difficulties,this make thing difficult for him,it was not easy,he has to cope,-0.084,0.891,-0.336,-0.737,-0.689,42.493235,1.853630,0.266090,11.307038,0.493233,28.513240,1.101476,0.000000,7.587097,0.293092
test.sa-sb.sa-b::00819,test.sa-sb.sa-b::00819,My violin teacher makes me play scales. I think scales are boring. She tells me that they help me improve my technique. I am spending more time playing scales to make her happy.,0.0,content_diversity,I did not need to,it was better I did not,I should have done what I wanted,doing that was not needed,doing so was unnecessary,-0.061,0.903,-0.206,-0.780,-0.473,39.370699,1.581094,0.353394,13.913388,0.558750,28.698643,0.936793,0.000000,10.141942,0.331058
test.sa-sb.sa-b::00858,test.sa-sb.sa-b::00858,"Barry always encouraged his daughter to do what she wanted. Recently, Barry's daughter told him she wanted to be a mechanic. Barry was shocked, but he decided to support his daughter. Barry's daughter is now a successful car mechanic for Toyota.",1.0,content_diversity,Barry is proud and brags about her all the time.,She is a great role model for other women who want to be mechanics.,"It's sometimes hard to be a woman mechanic, but she loves it anyway.","The guys she works with are great and supportive, too.",The guys she works with are jerks and that is annoying.,-0.068,0.884,-0.289,-0.738,-0.412,20.890801,0.295646,0.519251,10.847566,0.153514,40.665371,0.861522,0.000000,21.115527,0.447346
test.sa-sb.sa-b::00844,test.sa-sb.sa-b::00844,"Tim was walking into the office. He noticed someone was behind him. He decided to hold the door open for them. They were too far away, though.",0.0,content_diversity,Tim was embarrassed that he was standing there like a fool.,Tim tried to pretend he didn't feel dumb holding the door.,He wished he hadn't held the door as he felt foolish.,Tim remembered that trying to hold the door often made him feel awkward.,Tim was resigned to looking a little silly.,-0.052,0.925,-0.388,-0.893,-0.554,21.504637,0.280185,0.535864,11.523554,0.150141,35.108643,0.551061,0.000000,18.813447,0.295293
test.sa-sb.sa-b::00805,test.sa-sb.sa-b::00805,Sam is having a sleepover. Her friends are telling ghost stories. Sam hears a noise and screams. Her friends all laugh at her.,1.0,content_diversity,she was sad,she decides to scare her friends when they fell asleep,she decides to return the favor after,she laughs with them,"that night, she scares them one by one",-0.051,0.926,-0.201,-0.706,-0.300,13.922456,0.528511,0.360820,5.023500,0.190697,45.087359,2.438378,0.000000,16.268420,0.879816
test.sa-sb.sa-b::00825,test.sa-sb.sa-b::00825,It any business you have to keep track of your resources. I was helping a friend inventory his business. He could name every part number in his inventory from memory. I asked him to give me a list of his employees.,1.0,content_diversity,He had a hard time recollecting.,He new every name and their birthdays.,He could not name them without looking at his files.,He named them all off the top of his head.,He could not remember the names of his employees.,-0.053,0.920,-0.315,-0.762,-0.246,12.963385,0.277358,0.654028,8.478418,0.181400,42.498464,1.394629,0.000000,27.795190,0.912127
test.sa-sb.sa-b::00794,test.sa-sb.sa-b::00794,"My cat woke me up this morning. She jumped on my bed and started meowing in my face. I did not want to get up, but she wouldn't go away. Finally, I pulled off the covers and followed her to her food bowl.",0.0,content_diversity,The cat fooled me. She still had food from last night.,The cat didn't even need more food!,"I should learn not to fall for that, she always has food available.",I was mad to see that she didn't even need food.,"She still had some food, but I topped off the bowl.",-0.047,0.917,-0.302,-0.873,-0.373,27.151893,0.485260,0.473091,12.845304,0.229572,45.294758,0.267644,0.000000,21.428522,0.126620
test.sa-sb.sa-b::00795,test.sa-sb.sa-b::00795,"Renny had a favorite cup he used every day. One day she told her son to put it in the sink for her. Her son grabbed the cup and walked towards the sink. On his way there, he tripped on a toy that was left on the ground.",1.0,content_diversity,he fell,the cup broke,he was able to save the cup,he was in pain,he broke his arm,-0.061,0.903,-0.355,-0.731,-0.327,19.671776,1.287235,0.322182,6.337889,0.414724,20.255660,0.885649,0.000000,6.526006,0.285340
test.sa-sb.sa-b::00828,test.sa-sb.sa-b::00828,The man stole a watch from his friend. He wore the watch out on the town. His friend recognized the watch. He asked to have it back.,1.0,content_diversity,the man gives it back,the man refuse to give it back,the police arrest the thief who refuse to return the watch,he was caught red handed,they got into a fight,-0.040,0.924,-0.290,-0.662,-0.147,27.948560,0.636389,0.467649,13.070127,0.297607,42.562680,0.869495,0.000000,19.904412,0.406619
test.sa-sb.sa-b::00864,test.sa-sb.sa-b::00864,Karl went to an Indian restaurant. It was his first time eating such food. He tried a few different things. Everything tasted good to him.,0.0,content_diversity,Karl learned to cook Indian food himself.,Karl studied Indian cooking and cooked at home.,Karl signed up for a class that taught methods of Indian cooking.,Karl and a friend took an Indian cooking class together.,Karl liked it so much that he studied Indian cooking techniques.,-0.083,0.909,-0.506,-0.978,-0.768,20.768066,0.377169,0.566141,11.757650,0.213531,28.904733,0.264735,0.000000,16.364150,0.149877
test.sa-sb.sa-b::00889,test.sa-sb.sa-b::00889,Liz was out on a date. She was nervous at dinner. She only got a small amount of food. Even that she cold barely eat.,0.0,content_diversity,she was so hungry,she was starving,"afterward, her hunger pain her",her stomach is growling,she feel the pain of starvation,-0.039,0.934,-0.300,-0.901,-0.702,31.843487,1.379815,0.357036,11.369271,0.492643,64.877691,1.746697,0.000000,23.163672,0.623634
test.sa-sb.sa-b::00830,test.sa-sb.sa-b::00830__row50,Ben was a struggling actor. He went to several auditions. He finally got a call back on one of them. Ben got the part.,1.0,content_diversity,He called all his friends to tell them.,He was so happy he cried.,He realized he didn't really like acting very much so he quit.,His family was so proud they threw him a party.,His friend was jealous and they drifted apart.,-0.033,0.949,-0.280,-0.707,-0.263,-1.094777,-0.128851,0.602757,-0.659884,-0.077666,39.647259,0.495745,0.000000,23.897657,0.298814
test.sa-sb.sa-b::00830,test.sa-sb.sa-b::00830__row51,Ben was a struggling actor. He went to several auditions. He finally got a call back on one of them. Ben got the part.,0.0,content_diversity,He went home and told everyone he knew.,He was so excited that he called a ton of people to tell them.,He had to let everyone know asap.,Ben was super excited to share the news.,Ben had a great evening letting everyone know.,-0.040,0.937,-0.385,-0.799,-0.571,1.910374,0.175611,0.522967,0.999062,0.091839,31.818019,0.683357,0.000000,16.639760,0.357373
test.sa-sb.sa-b::00840,test.sa-sb.sa-b::00840,I was walking down by the tracks the other day. There were a lot of pretty trees down by the tracks. I saw a few trains roll by. I had a great time outdoors that day.,0.0,content_diversity,I want to walk around this area again.,"I will walk by the tracks this weekend, when the weather is nice.","The walk was so pleasant, I decided to do it again soon.",I am going to walk this path tomorrow.,This walk will become one of my new favorites.,-0.051,0.940,-0.392,-0.925,-0.559,13.181180,0.221390,0.547157,7.212169,0.121135,30.294219,0.250111,0.000000,16.575680,0.136850
test.sa-sb.sa-b::00850,test.sa-sb.sa-b::00850,"Gabe was sitting in his school cafeteria eating his lunch. Suddenly, a female student sat his table. She began to talk to him. Gabe was surprised that someone wanted to talk to him.",0.0,content_diversity,she was pretty,she was good looking,he thinks she is very beautiful,he finds her look mesmerizing,he was drawn to her,-0.053,0.928,-0.358,-0.711,-0.695,32.156221,1.289655,0.370560,11.915815,0.477895,38.116511,0.907842,0.000000,14.124461,0.336410
test.sa-sb.sa-b::00854,test.sa-sb.sa-b::00854__row54,Larry was at the store. He was looking at glassware for his wife. He accidentally bumped into a display of jars. They all fell over and shattered.,1.0,content_diversity,he had to pay for the damages,he was also hurt,he was distraught,he apologize to the store owner,the store owner was not happy with the outcome,-0.077,0.889,-0.300,-0.682,-0.368,14.353749,0.964813,0.430175,6.174631,0.415039,34.264705,1.357967,0.000000,14.739836,0.584164
test.sa-sb.sa-b::00854,test.sa-sb.sa-b::00854__row55,Larry was at the store. He was looking at glassware for his wife. He accidentally bumped into a display of jars. They all fell over and shattered.,0.0,content_diversity,he was cut,he got cut,he got damages all over his body,glass shards inflict wound on him,he was badly wounded,-0.061,0.926,-0.346,-0.739,-0.412,48.543748,2.422554,0.187832,9.118084,0.455034,69.664651,1.413719,0.000000,13.085271,0.265542
test.sa-sb.sa-b::00792,test.sa-sb.sa-b::00792__row56,My daughter and I started a new book last night. It was the first of a new series out. We enjoy reading together at night. We have read a lot of different books together.,1.0,content_diversity,We looked forward to the rest of the series.,This series would be discontinued.,The book was a fun way for us to connect.,I performed the characters using different voices to entertain her.,This would become her favorite book.,-0.025,0.955,-0.301,-0.699,-0.233,26.370182,0.550137,0.529823,13.971528,0.291475,62.643902,0.863698,0.000000,33.190178,0.457607
