sample_id,sidecar_key,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion_v3,metric_icl_E_rate_qwen25_completion_v3,metric_icl_C_qwen25_completion_v3,metric_icl_D_qwen25_completion_v3,metric_icl_D_rate_qwen25_completion_v3,metric_icl_E_qwen25_completion_v3_std,metric_icl_E_rate_qwen25_completion_v3_std,metric_icl_C_qwen25_completion_v3_std,metric_icl_D_qwen25_completion_v3_std,metric_icl_D_rate_qwen25_completion_v3_std
test.enc.prompt.txt::01247,test.enc.prompt.txt::01247__row15,But you haven't,0.0,content_diversity,obtained a way to get paid,started working anywhere,gotten off of unemployment,becomea  productive member of society,found a legitimate way to make money,-0.017,0.958,-0.121,-0.742,-0.421,22.751875,0.838580,0.412694,9.389560,0.346077,40.849615,1.216738,0.000000,16.858388,0.502141
test.enc.prompt.txt::01248,test.enc.prompt.txt::01248__row16,I'd like you,1.0,content_diversity,to meet my parents,to send him my condolences,to improve your swimming technique,to start acting according to your age,to stop talking gibberish,-0.060,0.944,-0.236,-0.588,-0.124,19.912969,0.519620,0.464776,9.255068,0.241507,30.768982,0.670546,0.000000,14.300681,0.311654
test.enc.prompt.txt::01248,test.enc.prompt.txt::01248__row17,I'd like you,0.0,content_diversity,to introduce you to my parents,to come and meet my parents,to finally meet with my parents,to meet my mom and dad,to introduce you my mom and dad,-0.166,0.775,-0.470,-0.914,-0.780,31.052500,1.112339,0.461311,14.324865,0.513134,30.047152,0.900065,0.000000,13.861087,0.415210
test.enc.prompt.txt::01249,test.enc.prompt.txt::01249__row18,Nothing. She wanted,1.0,content_diversity,to know directions to the drive through is all.,money but I gave her nothing.,it all just to go away so that she was free again.,to know if I knew someone and I didn't.,to arrest me but couldnt pin anything on me.,-0.029,0.951,-0.133,-0.638,-0.150,-1.218438,-0.011489,0.469426,-0.571966,-0.005393,66.226805,0.801243,0.000000,31.088565,0.376124
test.enc.prompt.txt::01249,test.enc.prompt.txt::01249__row19,Nothing. She wanted,0.0,content_diversity,"to know how to get to the drive through,",a route to get to Macdonalds.,know directions on how to get to the drive through.,details on where the drive through is.,information on how to find a macdonalds.,-0.161,0.738,-0.448,-0.815,-0.546,47.832500,1.218157,0.373034,17.843130,0.454413,28.095032,0.941279,0.000000,10.480391,0.351129
test.enc.prompt.txt::01250,test.enc.prompt.txt::01250__row20,Are you for,1.0,content_diversity,a dance,a date in a restaurant,democrats or republicans,a coffee after desert,this new movie,-0.025,0.965,-0.047,-0.571,-0.096,15.420391,0.661619,0.277665,4.281702,0.183708,44.697338,1.486428,0.000000,12.410885,0.412729
test.enc.prompt.txt::01250,test.enc.prompt.txt::01250__row21,Are you for,0.0,content_diversity,a nice dinner in a restaurant,dinner in a fancy restaurant,a date somewhere nice,a date with me in a fancy dinner,a dinner in a classy restaurant,-0.188,0.786,-0.489,-0.882,-0.729,34.831250,1.319174,0.374526,13.045205,0.494065,24.775408,0.915531,0.000000,9.279032,0.342890
test.enc.prompt.txt::01251,test.enc.prompt.txt::01251__row22,It's a good,1.0,content_diversity,day to go shopping.,day to plan a wedding.,day to get some chores done.,time to invest in the stock market.,time to get some work done.,-0.094,0.874,-0.445,-0.737,-0.329,16.546875,0.625345,0.491337,8.130094,0.307255,16.756685,0.734530,0.000000,8.233182,0.360902
test.enc.prompt.txt::01251,test.enc.prompt.txt::01251__row23,It's a good,0.0,content_diversity,day outside. Let's go shopping.,time to get some shopping done.,time to go shopping.,day for shopping.,day for going shopping.,-0.100,0.874,-0.599,-0.967,-0.801,10.250742,0.620662,0.437230,4.481935,0.271372,57.928803,1.589733,0.000000,25.328225,0.695080
test.enc.prompt.txt::01252,test.enc.prompt.txt::01252__row24,It seems your,1.0,content_diversity,"dress is on backwards, Miss.",checking account has been overdrawn.,adorable cat has taken quite a liking to me!,actions have gotten you a first class seat in detention.,party doesn’t have quite as many people as we’d expected.,-0.009,0.974,-0.105,-0.601,-0.125,4.828750,0.238550,0.448509,2.165740,0.106992,58.636317,1.428005,0.000000,26.298944,0.640474
test.enc.prompt.txt::01252,test.enc.prompt.txt::01252__row25,It seems your,0.0,content_diversity,sweet little kitten adores getting attention!,"cat is begging for attention, so have you been giving her any?",cat is very sociable and friendly around other people!,"kitty is extremely affectionate, what a sweetheart!",time spent with your cat isn’t enough because she is starved for attention.,-0.021,0.970,-0.252,-0.840,-0.458,1.520625,0.191249,0.475830,0.723558,0.091002,57.651680,0.397223,0.000000,27.432372,0.189010
test.enc.prompt.txt::01253,test.enc.prompt.txt::01253__row26,I wouldn't accept,1.0,content_diversity,anything but the truth,not loving you anymore,money from her,you leaving,mediocreness,-0.007,0.786,0.028,-0.564,-0.275,3.997422,0.125995,0.351331,1.404418,0.044266,41.028415,4.099425,0.000000,14.414550,1.440255
test.enc.prompt.txt::01253,test.enc.prompt.txt::01253__row27,I wouldn't accept,0.0,content_diversity,i dont want you leave,cannot think of you going,the thought of you going sucks,wow i dont want you to go,please dont say you're laving me,-0.090,0.850,-0.259,-0.791,-0.559,32.787031,1.379018,0.242597,7.954029,0.334545,61.344570,1.395787,0.000000,14.881997,0.338614
test.enc.prompt.txt::01254,test.enc.prompt.txt::01254__row28,In a magazine,1.0,content_diversity,so many pages,theres lots of advertisements,i saw there was a model who was pretty,there was a car,that was boring,-0.038,0.919,-0.183,-0.636,-0.191,32.986250,1.080793,0.330730,10.909556,0.357451,39.192708,1.421869,0.000000,12.962221,0.470255
test.enc.prompt.txt::01254,test.enc.prompt.txt::01254__row29,In a magazine,0.0,content_diversity,a lot of pages were inside of it,there were many pages,a bunch of pages were inside,there were alot of paper pages,i think there was a lot of content on the pages,-0.129,0.829,-0.513,-0.955,-0.703,29.262031,1.239026,0.345211,10.101564,0.427725,65.909341,1.191679,0.000000,22.752604,0.411380
test.enc.prompt.txt::01255,test.enc.prompt.txt::01255__row30,I don't know...,1.0,content_diversity,why this happens,think so,know anyone who can,what time it is,where it went,-0.006,0.787,-0.137,-0.629,-0.350,12.801094,0.817372,0.326402,4.178299,0.266792,18.584637,1.883650,0.000000,6.066057,0.614827
test.enc.prompt.txt::01255,test.enc.prompt.txt::01255__row31,I don't know...,0.0,content_diversity,not sure why this keeps happening,why does this keep occurring,can this stop happening,i cant belive it keeps happening,why did it keep happening,-0.062,0.914,-0.445,-0.872,-0.652,29.441094,1.072059,0.429853,12.655342,0.460828,28.423227,0.912876,0.000000,12.217809,0.392402
test.enc.prompt.txt::01256,test.enc.prompt.txt::01256__row32,Why do you,1.0,content_diversity,think is was,always do that,not think first,not like me,eat that first,-0.027,0.547,-0.154,-0.637,-0.249,4.374844,0.301709,0.298557,1.306139,0.090077,33.041099,2.549255,0.000000,9.864641,0.761097
test.enc.prompt.txt::01256,test.enc.prompt.txt::01256__row33,Why do you,0.0,content_diversity,how come you constantly do the same thing,you always do this,cant just do that,always do these things,do that to yourself,-0.071,0.921,-0.226,-0.803,-0.428,23.623594,1.278557,0.343275,8.109396,0.438897,53.454673,1.487618,0.000000,18.349669,0.510663
test.enc.prompt.txt::01257,test.enc.prompt.txt::01257__row34,Don't you think,1.0,content_diversity,you should check?,you should hear him out?,you've done enough?,it's time to quit?,it's time to try again?,-0.051,0.890,-0.390,-0.716,-0.380,-0.497344,0.029160,0.486866,-0.242140,0.014197,19.082763,1.060050,0.000000,9.290756,0.516103
test.enc.prompt.txt::01257,test.enc.prompt.txt::01257__row35,Don't you think,0.0,content_diversity,it's time to go?,this is the end?,it's pointless to go on?,it's the end of the road?,it's time to move on?,-0.071,0.890,-0.469,-0.809,-0.565,6.561953,0.217229,0.471491,3.093901,0.102421,15.095924,0.692075,0.000000,7.117590,0.326307
test.enc.prompt.txt::01258,test.enc.prompt.txt::01258__row36,You know what,1.0,content_diversity,"I've had enough, I'm, out of here.",I really think I like the bigger one better than the smaller one.,you have some knid of nerve coming here today.,"I think you are really, really dumb.",this is used for? I bet you can't guess.,-0.025,0.951,-0.092,-0.675,-0.204,16.917188,0.270189,0.390736,6.610158,0.105573,57.059447,1.235635,0.000000,22.295192,0.482807
test.enc.prompt.txt::01258,test.enc.prompt.txt::01258__row37,You know what,0.0,content_diversity,I'd go for the big one over the small one.,I think the small one isn't as good as the bigger one.,I really think the bigger one is the best of the two.,I would choose the big one over the small one every time.,"I like the bigger one much better than the smaller one,",-0.185,0.782,-0.537,-0.935,-0.584,54.576875,1.026968,0.426432,23.273348,0.437932,16.356590,0.322616,0.000000,6.974980,0.137574
test.enc.prompt.txt::01259,test.enc.prompt.txt::01259__row38,Where the hell,1.0,content_diversity,did you find these socks,do you think we're going,did you get these scars,do you think we should take him,did you leave your phone,-0.089,0.885,-0.266,-0.667,-0.282,11.157656,0.441324,0.539372,6.018127,0.238038,24.543538,0.709750,0.000000,13.238097,0.382819
test.enc.prompt.txt::01259,test.enc.prompt.txt::01259__row39,Where the hell,0.0,content_diversity,you think we're gonna go,you think we're heading,you think we will go,you believe we're going,you think we're headed to,-0.172,0.818,-0.562,-0.921,-0.772,27.718125,1.256169,0.430469,11.931803,0.540742,17.548110,0.832113,0.000000,7.553923,0.358199
test.enc.prompt.txt::01260,test.enc.prompt.txt::01260__row40,May I ask,1.0,content_diversity,where did you get this number?,how did you find me,how did you get your driving license,how didn't you see him crossing the road,do you like eggs,-0.087,0.888,-0.297,-0.675,-0.250,7.221094,-0.131832,0.473323,3.417908,-0.062399,41.475019,1.696127,0.000000,19.631073,0.802816
test.enc.prompt.txt::01260,test.enc.prompt.txt::01260__row41,May I ask,0.0,content_diversity,how did you get my number,who gave you my phone number,how did you acquire this number,who told you my number,where did you find my phone number,-0.148,0.817,-0.501,-0.906,-0.747,27.862344,1.066049,0.496155,13.824046,0.528926,16.520753,0.487999,0.000000,8.196857,0.242123
test.enc.prompt.txt::01261,test.enc.prompt.txt::01261__row42,"Like you said,",1.0,content_diversity,you shouldn't drink and drive,you should end things up with him,you can't focus,you need to train harder,you believe in love on first sight,-0.039,0.970,-0.192,-0.675,-0.143,11.368750,0.719924,0.434771,4.942808,0.313002,47.706055,1.153543,0.000000,20.741229,0.501527
test.enc.prompt.txt::01261,test.enc.prompt.txt::01261__row43,"Like you said,",0.0,content_diversity,you should break u with him,you should leave him,you can't be in relationship with him,you need to get away from him,you can't stay together,-0.082,0.902,-0.420,-0.749,-0.525,32.580703,1.114566,0.399343,13.010887,0.445095,35.388670,1.227364,0.000000,14.132230,0.490140
test.enc.prompt.txt::01262,test.enc.prompt.txt::01262__row44,How many questions,1.0,content_diversity,can you possibly have?,are on the test?,are on the intake form?,does she have for me?,am I allowed to ask?,-0.033,0.936,-0.317,-0.715,-0.403,-0.820469,-0.118400,0.480428,-0.394176,-0.056883,27.774826,0.947283,0.000000,13.343803,0.455101
test.enc.prompt.txt::01262,test.enc.prompt.txt::01262__row45,How many questions,0.0,content_diversity,can I ask?,can I give to you?,can I request?,is reasonable to ask?,is it OK for me to have?,-0.079,0.904,-0.369,-0.827,-0.670,-7.836172,-0.295452,0.385875,-3.023783,-0.114007,37.787525,1.004107,0.000000,14.581260,0.387460
test.enc.prompt.txt::01263,test.enc.prompt.txt::01263__row46,I kinda get,1.0,content_diversity,what you mean,why you like him,what so great,the resemblense,hype about it,-0.012,0.773,-0.079,-0.613,-0.419,7.993359,0.506266,0.336610,2.690642,0.170414,45.129573,3.133990,0.000000,15.191052,1.054931
test.enc.prompt.txt::01263,test.enc.prompt.txt::01263__row47,I kinda get,0.0,content_diversity,i see why you,"now i see why , hes really cute","i get it now, why","kinda get why, hes cute",oh i mean i get why you do,-0.092,0.871,-0.272,-0.817,-0.601,35.887656,1.908840,0.227425,8.161756,0.434118,55.385864,1.190956,0.000000,12.596139,0.270853
test.enc.prompt.txt::01264,test.enc.prompt.txt::01264__row48,Maybe you're fed,1.0,content_diversity,up with your boss,so completely you'll not eat for hours,by a great chef,loan will be here soon,holiday will be paid this year,-0.012,0.975,-0.066,-0.587,-0.135,11.988750,0.828419,0.294551,3.531293,0.244011,67.198594,1.881203,0.000000,19.793383,0.554110
test.enc.prompt.txt::01264,test.enc.prompt.txt::01264__row49,Maybe you're fed,0.0,content_diversity,payment will be processed quickly,money will show in your bank account by the end of the day,cash will arrive soon,credit will not give you reason for patience,advance will get to you within the hour,-0.035,0.963,-0.321,-0.781,-0.413,51.117969,1.540527,0.285486,14.593445,0.439798,63.078640,1.279842,0.000000,18.008045,0.365377
test.enc.prompt.txt::01265,test.enc.prompt.txt::01265__row50,"Eve, I don't",1.0,content_diversity,think you have the skills for the job.,think you want to make any hasty decisions.,want you to leave.,think you should stay with your husband.,think you should keep using drugs.,-0.084,0.896,-0.323,-0.768,-0.121,-1.961563,0.045516,0.580682,-1.139044,0.026430,27.292435,1.171416,0.000000,15.848224,0.680220
test.enc.prompt.txt::01265,test.enc.prompt.txt::01265__row51,"Eve, I don't",0.0,content_diversity,think you want to make any rash decisions.,know why you don't want to think this through.,think you should rush this decision.,know why you need to make such a sudden decision.,know why you need to make a hasty decision.,-0.147,0.774,-0.476,-0.934,-0.636,29.652969,0.688796,0.572233,16.968416,0.394152,16.788568,0.385268,0.000000,9.606977,0.220463
test.enc.prompt.txt::01266,test.enc.prompt.txt::01266__row52,Get out of,1.0,content_diversity,my house!,here scoundrel!,"the car, right now.",there.,"there, it's going to blow.",0.000,1.000,-0.242,-0.670,-0.221,-5.348672,0.210653,0.312014,-1.668862,0.065727,51.260969,2.076803,0.000000,15.994153,0.647992
test.enc.prompt.txt::01266,test.enc.prompt.txt::01266__row53,Get out of,0.0,content_diversity,my home.,my bedroom.,my abode.,my kitchen.,"my home, please.",-0.093,0.527,-0.469,-0.821,-0.650,-2.785313,0.069546,0.247875,-0.690410,0.017239,17.424439,1.453018,0.000000,4.319085,0.360167
test.enc.prompt.txt::01267,test.enc.prompt.txt::01267__row54,"Say,...did you just",1.0,content_diversity,say what I think you did?,see that in the sky or was it just me?,pick up my cup of coffee by mistake?,Turn off the TV? I was watching that!,Cut in line? That'svery rude you know.,-0.013,0.974,-0.003,-0.644,-0.158,2.908750,0.076335,0.446362,1.298354,0.034073,78.796400,1.662692,0.000000,35.171680,0.742162
test.enc.prompt.txt::01267,test.enc.prompt.txt::01267__row55,"Say,...did you just",0.0,content_diversity,grab my coffee thinking it was yours?,think that coffee was yours because it's mine.,pick up my cup of tea by mistake?,take my cup of coffee in error?,take my cofee thinking it was yours?,-0.086,0.861,-0.335,-0.903,-0.522,31.673906,0.911340,0.392667,12.437306,0.357853,48.374628,1.022918,0.000000,18.995133,0.401666
test.enc.prompt.txt::01268,test.enc.prompt.txt::01268__row56,What's wrong with,1.0,content_diversity,you? Has someone died?,the idea? Have you a better one?,"it? I'll tell you what's wrong with it, it's hideous.",wanting things to go my way for a change huh?,the car? Is it the battery again?,-0.010,0.979,-0.088,-0.638,-0.215,13.411563,0.106156,0.394180,5.286566,0.041845,62.538169,1.073805,0.000000,24.651278,0.423272
test.enc.prompt.txt::01268,test.enc.prompt.txt::01268__row57,What's wrong with,0.0,content_diversity,"you, has your dog died?","your face, you look so sad, has someone croaked?",your eyes? Are you crying? Did he die?,"You, you lost a relative or something?","you, why so sad? Did something bad happen?",-0.027,0.957,-0.214,-0.709,-0.591,39.057812,1.051648,0.334940,13.082024,0.352239,57.517250,0.967623,0.000000,19.264828,0.324096
test.enc.prompt.txt::01269,test.enc.prompt.txt::01269__row58,Yes! Yes! The,1.0,content_diversity,others said the same thing,boss said we are gonna leave soon,dinner is almost ready,same thing happened to me,light is still on,-0.021,0.958,-0.199,-0.593,-0.237,18.096719,0.641133,0.463241,8.383147,0.296999,54.703006,1.150767,0.000000,25.340691,0.533083
test.enc.prompt.txt::01269,test.enc.prompt.txt::01269__row59,Yes! Yes! The,0.0,content_diversity,food will be done soon,we will be eating soon,its almost time for food,dinner will be served soon,we will eat dinner in a few,-0.076,0.899,-0.344,-0.878,-0.740,39.973594,1.704088,0.296263,11.842711,0.504859,35.612989,1.401333,0.000000,10.550824,0.415164
test.enc.prompt.txt::01270,test.enc.prompt.txt::01270__row60,I don't have,1.0,content_diversity,what you want.,the answers.,the time for this.,any money.,any patience right now.,-0.014,0.773,-0.359,-0.661,-0.401,-6.815703,-0.193699,0.465908,-3.175493,-0.090246,21.854355,0.935394,0.000000,10.182125,0.435808
test.enc.prompt.txt::01270,test.enc.prompt.txt::01270__row61,I don't have,0.0,content_diversity,anything to give you.,what you're asking for.,whatever it is you are looking for.,what you need.,anything you want.,-0.046,0.943,-0.344,-0.826,-0.603,7.447734,0.235836,0.484425,3.607868,0.114245,16.341779,0.413697,0.000000,7.916365,0.200405
test.enc.prompt.txt::01271,test.enc.prompt.txt::01271__row62,"Wait, Eve, please!",1.0,content_diversity,I love you!,You still haven’t paid for your dinner!,You forgot your purse!,Let me buy you a drink!,Come and try this delicious apple from the tree!,-0.008,0.986,-0.237,-0.674,-0.139,-9.430625,0.142866,0.430345,-4.058422,0.061482,86.987752,1.042099,0.000000,37.434738,0.448462
test.enc.prompt.txt::01271,test.enc.prompt.txt::01271__row63,"Wait, Eve, please!",0.0,content_diversity,"I would like to order a drink for you, if you’re interested.","You’re so beautiful, can I get you a beverage?",I need to find out more about you. Can I get you a martini or something?,Can we talk over drinks?,You have such a nice name. Can I grab you something to drink?,-0.055,0.916,-0.319,-0.927,-0.605,29.478125,0.624642,0.479963,14.148410,0.299805,40.954126,0.909325,0.000000,19.656466,0.436442
test.enc.prompt.txt::01272,test.enc.prompt.txt::01272__row64,I think it's,1.0,content_diversity,gonna rain,the best film i've seen,more than complicated,impossible to travel on mars,so ugly sweater,0.000,1.000,-0.085,-0.521,-0.138,6.943281,-0.012305,0.371230,2.577553,-0.004568,40.947701,2.837018,0.000000,15.201006,1.053185
test.enc.prompt.txt::01272,test.enc.prompt.txt::01272__row65,I think it's,0.0,content_diversity,the greatest movie i've seen,the most amazing movie i've seen,the coolest film of all time,fascinating movie,my favourite film,-0.053,0.896,-0.392,-0.892,-0.702,22.856250,0.804400,0.464952,10.627062,0.374008,22.716539,1.564115,0.000000,10.562103,0.727239
test.enc.prompt.txt::01273,test.enc.prompt.txt::01273__row66,Watching television in,1.0,content_diversity,my underwear.,my room.,my parent's bedroom.,my car.,my living room.,-0.094,0.517,-0.515,-0.766,-0.382,0.304297,0.050495,0.284532,0.086582,0.014368,21.001772,2.406776,0.000000,5.975678,0.684805
test.enc.prompt.txt::01273,test.enc.prompt.txt::01273__row67,Watching television in,0.0,content_diversity,my panties.,my boxers.,my undergarments.,my skivvies.,my briefs.,-0.100,0.320,-0.615,-0.783,-0.448,14.934531,1.131648,0.130586,1.950235,0.147777,8.993425,0.826309,0.000000,1.174412,0.107904
test.enc.prompt.txt::01274,test.enc.prompt.txt::01274__row68,Why not buy,1.0,content_diversity,in bulk,more toilet paper,his product,new book for uni,this fancy phone,0.000,0.800,-0.223,-0.582,-0.153,4.530000,0.341529,0.340542,1.542657,0.116305,41.253671,2.685546,0.000000,14.048626,0.914542
test.enc.prompt.txt::01274,test.enc.prompt.txt::01274__row69,Why not buy,0.0,content_diversity,new textbook,this book that is for your course,textbook for university,this new book that will help you at uni,textbook for your course at uni,-0.079,0.854,-0.285,-0.917,-0.673,44.829766,1.625093,0.376356,16.871946,0.611613,38.750218,0.769057,0.000000,14.583872,0.289439
test.enc.prompt.txt::01275,test.enc.prompt.txt::01275__row70,Who are these,1.0,content_diversity,people on my lawn?,guys in my house?,podcasts from Apple?,four members of the band?,new workers?,-0.005,0.989,-0.393,-0.677,-0.176,0.560781,-0.487350,0.384660,0.215710,-0.187464,30.751867,2.379223,0.000000,11.829017,0.915192
test.enc.prompt.txt::01275,test.enc.prompt.txt::01275__row71,Who are these,0.0,content_diversity,men in my home?,people in my living area?,individuals on my property?,humans in my chambers?,persons in my area?,-0.118,0.886,-0.655,-0.828,-0.576,13.718906,0.512344,0.330338,4.531874,0.169247,24.344724,1.030642,0.000000,8.041985,0.340460
test.enc.prompt.txt::01276,test.enc.prompt.txt::01276__row72,Adam? Don't even,1.0,content_diversity,think about it!,utter his name!,know who that is.,tell me.,want to see him.,0.000,0.800,-0.343,-0.687,-0.407,-5.859609,-0.431046,0.502157,-2.942445,-0.216453,18.497018,2.242098,0.000000,9.288410,1.125886
test.enc.prompt.txt::01276,test.enc.prompt.txt::01276__row73,Adam? Don't even,0.0,content_diversity,try it!,touch it!,think about doing that.,try.,touch.,-0.038,0.740,-0.452,-0.778,-0.582,0.378281,-0.516579,0.325490,0.123127,-0.168141,15.728154,2.681261,0.000000,5.119350,0.872723
test.enc.prompt.txt::01277,test.enc.prompt.txt::01277__row74,Because I want,1.0,content_diversity,to go on vacation.,this pandemic to be over.,to have children when I'm older.,you to shut up.,what's best for the family.,-0.026,0.975,-0.222,-0.628,-0.171,-5.671563,-0.303660,0.470953,-2.671039,-0.143010,28.097346,1.563928,0.000000,13.232528,0.736536
test.enc.prompt.txt::01277,test.enc.prompt.txt::01277__row75,Because I want,0.0,content_diversity,to be a mother in the future.,to have kids someday.,a family of my own.,my own offspring down the road.,babies in the coming years.,-0.037,0.930,-0.351,-0.781,-0.424,1.334687,0.119474,0.441487,0.589247,0.052746,36.497305,1.030201,0.000000,16.113088,0.454821
test.enc.prompt.txt::01278,test.enc.prompt.txt::01278__row76,I didn't know,1.0,content_diversity,"you like boys, i'm not homophobic btw",you are a virgin,you can't swim,you are such a good student,you don't have any friends,-0.056,0.942,-0.218,-0.668,-0.176,10.935469,0.877986,0.401449,4.390036,0.352467,97.985240,2.087453,0.000000,39.336101,0.838006
test.enc.prompt.txt::01278,test.enc.prompt.txt::01278__row77,I didn't know,0.0,content_diversity,you're gay,you like same sex,you like people of same sex,you are homosexual,you like boys even if you're a boy,-0.067,0.897,-0.340,-0.770,-0.605,14.452188,0.998200,0.336600,4.864605,0.335994,56.303658,0.975409,0.000000,18.951807,0.328323
test.enc.prompt.txt::01279,test.enc.prompt.txt::01279__row78,It didn't used,1.0,content_diversity,to be that way,work before so i see why,to go out all of the time,get so cold this time of the year,"begin that way, it kinda happened",-0.022,0.954,-0.022,-0.672,-0.288,3.045391,0.285186,0.447599,1.363113,0.127649,74.482465,2.185395,0.000000,33.338254,0.978180
